"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.PC019-207_8_3-8.S",57086,56378,56412,55539
"EUK.PC019-209_1_3-1.S",59958,59265,57357,56681
"EUK.PC019-209_2_3-2.S",51045,50556,53631,52989
"EUK.PC019-209_3_3-3.S",40603,40200,37613,37097
"EUK.PC019-209_4_3-4.S",74932,74368,67005,66397
"EUK.PC019-209_5_3-5.S",73479,72971,78154,77503
"EUK.PC019-209_6_3-6.S",72428,71551,70725,69891
"EUK.PC019-209_7_3-7.S",46935,46533,54920,54433
"EUK.PC019-209_8_3-8.S",44128,43773,44933,44335
"EUK.PC019-211_1_3-1.S",31410,31002,32303,31890
"EUK.PC019-211_2_3-2.S",26636,26328,25875,25525
"EUK.PC019-211_3_3-3.S",55753,54893,68721,67593
"EUK.PC019-211_4_3-4.S",43057,42494,44718,44112
"EUK.PC019-211_5_3-5.S",52008,51439,58747,57999
"EUK.PC019-211_6_3-6.S",46212,45725,49841,49162
"EUK.PC019-211_7_3-7.S",36659,36167,40439,39847
"EUK.PC019-211_8_3-8.S",60727,59979,61540,60734
"EUK.PC019-Blank3_1_3-1.S",144,136,118,113
"EUK.PC019-Blank3_2_3-2.S",49,45,55,53
"EUK.PC019-Blank3_3_3-3.S",95,94,122,120
"EUK.PC019-Blank3_4_3-4.S",22,22,31,30
"EUK.PC019-Blank3_5_3-5.S",20,19,30,30
"EUK.PC019-Blank3_6_3-6.S",11,11,10,10
"EUK.PC019-Blank3_7_3-7.S",80,78,84,79
"EUK.PC019-Blank3_8_3-8.S",21,19,31,29
"EUK.POS1_1_1-1.S",105436,102920,96009,93679
"EUK.POS1_1_2-1.S",90103,87658,86116,83676
"EUK.POS1_2_1-2.S",55475,53744,57939,56263
"EUK.POS1_2_2-2.S",43832,42558,46162,44889
"EUK.POS1_3_1-3.S",87890,85396,96391,93421
"EUK.POS1_3_2-3.S",175860,170031,201004,194105
"EUK.POS1_4_1-4.S",92458,90105,92723,89929
"EUK.POS1_4_2-4.S",76076,73833,76019,73607
"EUK.POS1_5_1-5.S",74445,72762,69333,67890
"EUK.POS1_5_2-5.S",38430,37395,37706,36836
"EUK.POS1_6_1-6.S",82354,80300,84826,82485
"EUK.POS1_6_2-6.S",69866,68133,71673,69774
"EUK.POS1_7_1-7.S",99879,97628,96259,93739
"EUK.POS1_7_2-7.S",80437,78422,81217,78849
"EUK.POS1_8_1-8.S",66565,64386,63558,61116
"EUK.POS1_8_2-8.S",149274,144083,141586,136384
"EUK.POS3_1_3-1.S",35169,34322,34972,34069
"EUK.POS3_2_3-2.S",16178,15666,18078,17453
"EUK.POS3_3_3-3.S",59285,57513,77721,75147
"EUK.POS3_4_3-4.S",67255,65767,71694,69717
"EUK.POS3_5_3-5.S",25168,24629,23246,22735
"EUK.POS3_6_3-6.S",44917,43854,49289,47848
"EUK.POS3_7_3-7.S",48728,47555,47751,46468
"EUK.POS3_8_3-8.S",17492,16895,18133,17422
"MAM.Neg1_1_1-1.S",28,27,37,28
"MAM.Neg1_2_1-2.S",0,0,0,0
"MAM.Neg1_3_1-3.S",90,76,97,76
"MAM.Neg1_4_1-4.S",5,5,0,0
"MAM.Neg1_5_1-5.S",10,10,8,7
"MAM.Neg1_6_1-6.S",5,5,7,5
"MAM.Neg1_7_1-7.S",0,0,0,0
"MAM.Neg1_8_1-8.S",1,1,0,0
"MAM.Neg2_1_1-1.S",1,0,1,1
"MAM.Neg2_2_1-2.S",2,0,0,0
"MAM.Neg2_3_1-3.S",19,17,20,17
"MAM.Neg2_4_1-4.S",1,1,0,0
"MAM.Neg2_5_1-5.S",258,232,270,237
"MAM.Neg2_6_1-6.S",4,4,4,3
"MAM.Neg2_7_1-7.S",0,0,0,0
"MAM.Neg2_8_1-8.S",0,0,0,0
"MAM.Neg3_1_1-1.S",415,382,415,344
"MAM.Neg3_2_1-2.S",548,536,542,521
"MAM.Neg3_3_1-3.S",9,8,7,6
"MAM.Neg3_4_1-4.S",4,4,8,6
"MAM.Neg3_5_1-5.S",138,128,132,118
"MAM.Neg3_6_1-6.S",4,3,5,4
"MAM.Neg3_7_1-7.S",0,0,0,0
"MAM.Neg3_8_1-8.S",350,325,399,355
"MAM.Neg4_1_2-1.S",0,0,2,2
"MAM.Neg4_2_2-2.S",0,0,0,0
"MAM.Neg4_3_2-3.S",3965,3454,4113,3408
"MAM.Neg4_4_2-4.S",341,307,353,301
"MAM.Neg4_5_2-5.S",3,2,1,1
"MAM.Neg4_6_2-6.S",5,5,2,2
"MAM.Neg4_7_2-7.S",0,0,0,0
"MAM.Neg4_8_2-8.S",1,1,1,1
"MAM.Neg5_1_2-1.S",15,12,29,24
"MAM.Neg5_2_2-2.S",1,0,0,0
"MAM.Neg5_3_2-3.S",2414,2205,2394,1987
"MAM.Neg5_4_2-4.S",2,2,0,0
"MAM.Neg5_5_2-5.S",36320,32358,35809,30094
"MAM.Neg5_6_2-6.S",35,31,56,45
"MAM.Neg5_7_2-7.S",5296,5170,5477,5380
"MAM.Neg5_8_2-8.S",10,9,8,7
"MAM.Neg6_1_2-1.S",6759,6081,6789,5674
"MAM.Neg6_2_2-2.S",926,894,892,844
"MAM.Neg6_3_2-3.S",204,186,224,184
"MAM.Neg6_4_2-4.S",1313,1189,1353,1144
"MAM.Neg6_5_2-5.S",427,396,436,390
"MAM.Neg6_6_2-6.S",1,0,0,0
"MAM.Neg6_7_2-7.S",0,0,0,0
"MAM.Neg6_8_2-8.S",4,2,1,1
"MAM.Neg7_1_3-1.S",266,249,272,227
"MAM.Neg7_2_3-2.S",6,3,9,8
"MAM.Neg7_3_3-3.S",140,129,163,131
"MAM.Neg7_4_3-4.S",2737,2492,2994,2606
"MAM.Neg7_5_3-5.S",20,17,23,20
"MAM.Neg7_6_3-6.S",3,3,2,1
"MAM.Neg7_7_3-7.S",0,0,0,0
"MAM.Neg7_8_3-8.S",5,3,2,2
"MAM.Neg8_1_3-1.S",6389,5903,7332,6401
"MAM.Neg8_2_3-2.S",14,12,12,10
"MAM.Neg8_3_3-3.S",970,873,1042,852
"MAM.Neg8_4_3-4.S",18,17,25,24
"MAM.Neg8_5_3-5.S",725,638,716,580
"MAM.Neg8_6_3-6.S",5,5,3,1
"MAM.Neg8_7_3-7.S",0,0,0,0
"MAM.Neg8_8_3-8.S",32,29,33,29
"MAM.Neg9_1_3-1.S",1115,1012,1057,878
"MAM.Neg9_2_3-2.S",1332,1277,1441,1361
"MAM.Neg9_3_3-3.S",45,39,43,35
"MAM.Neg9_4_3-4.S",145,135,163,142
"MAM.Neg9_5_3-5.S",42,38,37,34
"MAM.Neg9_6_3-6.S",23,19,24,18
"MAM.Neg9_7_3-7.S",803,734,788,669
"MAM.Neg9_8_3-8.S",47,44,62,52
"MAM.PC019_100_1_2-1.S",1328,1210,1316,1143
"MAM.PC019_100_2_2-2.S",43,34,39,32
"MAM.PC019_100_3_2-3.S",77327,75810,73712,72492
"MAM.PC019_100_4_2-4.S",541,483,449,356
"MAM.PC019_100_5_2-5.S",328,282,363,273
"MAM.PC019_100_6_2-6.S",23,20,23,21
"MAM.PC019_100_7_2-7.S",33419,32263,31600,30686
"MAM.PC019_100_8_2-8.S",249465,245321,274356,270625
"MAM.PC019_101_1_2-1.S",0,0,3,3
"MAM.PC019_101_2_2-2.S",350,318,392,336
"MAM.PC019_101_3_2-3.S",110966,108814,116723,114095
"MAM.PC019_101_4_2-4.S",24,21,29,24
"MAM.PC019_101_5_2-5.S",1054,961,1085,920
"MAM.PC019_101_6_2-6.S",9,8,13,10
"MAM.PC019_101_7_2-7.S",109,92,154,129
"MAM.PC019_101_8_2-8.S",69172,68193,76684,75662
"MAM.PC019_102_1_2-1.S",223,202,293,252
"MAM.PC019_102_2_2-2.S",1166,1068,1203,1016
"MAM.PC019_102_3_2-3.S",51362,50456,53843,52967
"MAM.PC019_102_4_2-4.S",1397,1261,1448,1209
"MAM.PC019_102_5_2-5.S",5885,5400,6006,5200
"MAM.PC019_102_6_2-6.S",55970,55058,67408,66371
"MAM.PC019_102_7_2-7.S",171892,169454,163192,160833
"MAM.PC019_102_8_2-8.S",1,1,0,0
"MAM.PC019_103_1_2-1.S",1,1,0,0
"MAM.PC019_103_2_2-2.S",712,628,681,573
"MAM.PC019_103_3_2-3.S",50,48,58,54
"MAM.PC019_103_4_2-4.S",59549,58653,59911,58889
"MAM.PC019_103_5_2-5.S",3260,3032,3246,2762
"MAM.PC019_103_6_2-6.S",6233,6096,7016,6858
"MAM.PC019_103_7_2-7.S",1,1,2,2
"MAM.PC019_103_8_2-8.S",1598,1477,1679,1455
"MAM.PC019_104_1_2-1.S",55783,55028,61754,60997
"MAM.PC019_104_2_2-2.S",0,0,0,0
"MAM.PC019_104_3_2-3.S",15930,15668,16244,15972
"MAM.PC019_104_4_2-4.S",1,1,0,0
"MAM.PC019_104_5_2-5.S",198897,194604,231462,226730
"MAM.PC019_104_6_2-6.S",121,116,114,99
"MAM.PC019_104_7_2-7.S",2,2,2,2
"MAM.PC019_104_8_2-8.S",7,7,9,7
"MAM.PC019_105_1_2-1.S",34328,33943,34600,34237
"MAM.PC019_105_2_2-2.S",106,99,87,73
"MAM.PC019_105_3_2-3.S",60,54,64,54
"MAM.PC019_105_4_2-4.S",770,760,732,716
"MAM.PC019_105_5_2-5.S",1248,1159,1323,1135
"MAM.PC019_105_6_2-6.S",831,772,815,687
"MAM.PC019_105_7_2-7.S",70845,69828,64625,63596
"MAM.PC019_105_8_2-8.S",163650,161167,155336,153524
"MAM.PC019_106_1_2-1.S",63669,62354,65149,63669
"MAM.PC019_106_2_2-2.S",0,0,0,0
"MAM.PC019_106_3_2-3.S",4,4,7,6
"MAM.PC019_106_4_2-4.S",218,199,195,170
"MAM.PC019_106_5_2-5.S",229,194,227,172
"MAM.PC019_106_6_2-6.S",420,378,434,366
"MAM.PC019_106_7_2-7.S",0,0,0,0
"MAM.PC019_106_8_2-8.S",69310,68186,77443,76405
"MAM.PC019_107_1_2-1.S",248,217,266,228
"MAM.PC019_107_2_2-2.S",12656,12348,12006,11712
"MAM.PC019_107_3_2-3.S",105690,103485,101359,98976
"MAM.PC019_107_4_2-4.S",417,383,450,380
"MAM.PC019_107_5_2-5.S",401500,394934,405431,397483
"MAM.PC019_107_6_2-6.S",198645,196667,186976,185057
"MAM.PC019_107_7_2-7.S",39,36,30,29
"MAM.PC019_107_8_2-8.S",74187,73173,72021,71151
"MAM.PC019_108_1_2-1.S",638,564,588,483
"MAM.PC019_108_2_2-2.S",76,72,84,70
"MAM.PC019_108_3_2-3.S",1,1,3,3
"MAM.PC019_108_4_2-4.S",2425,1982,2578,2063
"MAM.PC019_108_5_2-5.S",731,650,711,555
"MAM.PC019_108_6_2-6.S",99429,96718,91109,89059
"MAM.PC019_108_7_2-7.S",20,19,20,15
"MAM.PC019_108_8_2-8.S",854,745,771,635
"MAM.PC019_109_1_2-1.S",667,606,672,575
"MAM.PC019_109_2_2-2.S",0,0,3,3
"MAM.PC019_109_3_2-3.S",146306,143866,142219,140254
"MAM.PC019_109_4_2-4.S",39,35,34,24
"MAM.PC019_109_5_2-5.S",63,58,89,78
"MAM.PC019_109_6_2-6.S",1,1,0,0
"MAM.PC019_109_7_2-7.S",0,0,0,0
"MAM.PC019_109_8_2-8.S",1,1,1,1
"MAM.PC019_110_1_2-1.S",452,420,386,340
"MAM.PC019_110_2_2-2.S",80590,78830,84610,82897
"MAM.PC019_110_3_2-3.S",4551,4096,4727,3951
"MAM.PC019_110_4_2-4.S",1220,1102,1188,1012
"MAM.PC019_110_5_2-5.S",560,513,614,508
"MAM.PC019_110_6_2-6.S",23770,23471,27177,26829
"MAM.PC019_110_7_2-7.S",53174,52264,62847,61852
"MAM.PC019_110_8_2-8.S",108893,107426,115567,114315
"MAM.PC019_111_1_2-1.S",21,21,15,14
"MAM.PC019_111_2_2-2.S",62607,61776,81580,80465
"MAM.PC019_111_3_2-3.S",28172,27514,31225,30433
"MAM.PC019_111_4_2-4.S",206736,204502,212146,209667
"MAM.PC019_111_5_2-5.S",307528,303677,333139,329925
"MAM.PC019_111_6_2-6.S",11089,10816,12837,12474
"MAM.PC019_111_7_2-7.S",545,498,599,483
"MAM.PC019_111_8_2-8.S",36189,35453,39212,38393
"MAM.PC019_112_1_2-1.S",0,0,1,1
"MAM.PC019_112_2_2-2.S",43866,43220,53878,53151
"MAM.PC019_112_3_2-3.S",2,2,1,1
"MAM.PC019_112_4_2-4.S",2,1,6,4
"MAM.PC019_112_5_2-5.S",1,1,7,7
"MAM.PC019_112_6_2-6.S",56,48,67,50
"MAM.PC019_112_7_2-7.S",989,970,945,932
"MAM.PC019_112_8_2-8.S",212,205,207,189
"MAM.PC019_113_1_2-1.S",49411,48704,49866,49125
"MAM.PC019_113_2_2-2.S",52124,51007,59454,58115
"MAM.PC019_113_3_2-3.S",44802,44067,46540,45842
"MAM.PC019_113_4_2-4.S",228517,225459,219880,216669
"MAM.PC019_113_5_2-5.S",474816,468906,497692,490740
"MAM.PC019_113_6_2-6.S",39553,39018,35167,34691
"MAM.PC019_113_7_2-7.S",45291,44821,43312,42808
"MAM.PC019_113_8_2-8.S",64,60,38,38
"MAM.PC019_114_1_2-1.S",123006,120774,151176,148290
"MAM.PC019_114_2_2-2.S",488,444,519,441
"MAM.PC019_114_3_2-3.S",1217,1095,1222,989
"MAM.PC019_114_4_2-4.S",1933,1663,1938,1585
"MAM.PC019_114_5_2-5.S",33798,32695,32802,31875
"MAM.PC019_114_6_2-6.S",72240,71043,78340,77206
"MAM.PC019_114_7_2-7.S",365,320,393,319
"MAM.PC019_114_8_2-8.S",589,573,592,568
"MAM.PC019_115_1_2-1.S",93356,90603,119760,116261
"MAM.PC019_115_2_2-2.S",203839,199799,220558,216736
"MAM.PC019_115_3_2-3.S",27705,27028,30645,29954
"MAM.PC019_115_4_2-4.S",131483,127492,133924,129869
"MAM.PC019_115_5_2-5.S",616473,592565,601271,582689
"MAM.PC019_115_6_2-6.S",117234,113875,118650,115621
"MAM.PC019_115_7_2-7.S",98343,96102,101738,99536
"MAM.PC019_115_8_2-8.S",55776,54809,57134,56537
"MAM.PC019_116_1_2-1.S",65106,63951,70500,69279
"MAM.PC019_116_2_2-2.S",73583,72120,66677,65413
"MAM.PC019_116_3_2-3.S",0,0,0,0
"MAM.PC019_116_4_2-4.S",207,186,184,156
"MAM.PC019_116_5_2-5.S",260433,251204,282255,271247
"MAM.PC019_116_6_2-6.S",29998,29577,30361,29891
"MAM.PC019_116_7_2-7.S",50207,49493,48634,48033
"MAM.PC019_116_8_2-8.S",56507,54831,56274,55064
"MAM.PC019_117_1_2-1.S",7,7,15,14
"MAM.PC019_117_2_2-2.S",3519,3225,3678,3192
"MAM.PC019_117_3_2-3.S",79,74,98,84
"MAM.PC019_117_4_2-4.S",1513,1334,1478,1168
"MAM.PC019_117_5_2-5.S",7964,7185,7809,6661
"MAM.PC019_117_6_2-6.S",16309,15997,18419,18088
"MAM.PC019_117_7_2-7.S",25030,24687,28715,28351
"MAM.PC019_117_8_2-8.S",74487,73345,67271,66465
"MAM.PC019_118_1_2-1.S",156209,154042,156284,153932
"MAM.PC019_118_2_2-2.S",49,45,66,56
"MAM.PC019_118_3_2-3.S",1,1,1,1
"MAM.PC019_118_4_2-4.S",503,433,563,461
"MAM.PC019_118_5_2-5.S",277,257,270,237
"MAM.PC019_118_6_2-6.S",0,0,0,0
"MAM.PC019_118_7_2-7.S",1,1,0,0
"MAM.PC019_118_8_2-8.S",1,1,0,0
"MAM.PC019_23_1_1-1.S",0,0,0,0
"MAM.PC019_23_2_1-2.S",3,3,2,2
"MAM.PC019_23_3_1-3.S",8,7,16,13
"MAM.PC019_23_4_1-4.S",0,0,0,0
"MAM.PC019_23_5_1-5.S",39383,38999,44439,43954
"MAM.PC019_23_6_1-6.S",2,2,1,1
"MAM.PC019_23_7_1-7.S",0,0,1,1
"MAM.PC019_23_8_1-8.S",0,0,0,0
"MAM.PC019_25_1_1-1.S",31,29,31,29
"MAM.PC019_25_2_1-2.S",4,2,1,1
"MAM.PC019_25_3_1-3.S",147369,145454,155260,153445
"MAM.PC019_25_4_1-4.S",3,3,1,1
"MAM.PC019_25_5_1-5.S",18750,18552,19226,19015
"MAM.PC019_25_6_1-6.S",25396,25019,26752,26339
"MAM.PC019_25_7_1-7.S",695,624,676,579
"MAM.PC019_25_8_1-8.S",2639,2589,2644,2560
"MAM.PC019_27_1_1-1.S",6919,6775,7468,7272
"MAM.PC019_27_2_1-2.S",38,28,47,42
"MAM.PC019_27_3_1-3.S",74,71,62,58
"MAM.PC019_27_4_1-4.S",673,606,651,556
"MAM.PC019_27_5_1-5.S",31858,31434,36949,36501
"MAM.PC019_27_6_1-6.S",3869,3750,3981,3878
"MAM.PC019_27_7_1-7.S",39324,38491,40651,39960
"MAM.PC019_27_8_1-8.S",42,31,45,42
"MAM.PC019_29_1_1-1.S",34,33,31,21
"MAM.PC019_29_2_1-2.S",119,93,101,81
"MAM.PC019_29_3_1-3.S",80,75,76,66
"MAM.PC019_29_4_1-4.S",12,11,8,5
"MAM.PC019_29_5_1-5.S",103,90,99,83
"MAM.PC019_29_6_1-6.S",9,8,7,6
"MAM.PC019_29_7_1-7.S",85932,84683,93592,92215
"MAM.PC019_29_8_1-8.S",18,13,12,8
"MAM.PC019_31_1_1-1.S",25883,25553,25789,25489
"MAM.PC019_31_2_1-2.S",172824,169889,162159,159621
"MAM.PC019_31_3_1-3.S",108,83,116,95
"MAM.PC019_31_4_1-4.S",19766,19427,22718,22375
"MAM.PC019_31_5_1-5.S",101,88,104,84
"MAM.PC019_31_6_1-6.S",28944,28583,29754,29446
"MAM.PC019_31_7_1-7.S",3816,3300,3664,3089
"MAM.PC019_31_8_1-8.S",110228,108828,110517,109397
"MAM.PC019_33_1_1-1.S",47471,46914,48546,47991
"MAM.PC019_33_2_1-2.S",2247,2069,2297,1918
"MAM.PC019_33_3_1-3.S",212502,208606,200693,196638
"MAM.PC019_33_4_1-4.S",40529,39334,37589,36626
"MAM.PC019_33_5_1-5.S",51,44,55,51
"MAM.PC019_33_6_1-6.S",0,0,0,0
"MAM.PC019_33_7_1-7.S",0,0,0,0
"MAM.PC019_33_8_1-8.S",0,0,4,4
"MAM.PC019_35_1_1-1.S",12,9,17,15
"MAM.PC019_35_2_1-2.S",214,198,189,156
"MAM.PC019_35_3_1-3.S",2374,2219,2272,2057
"MAM.PC019_35_4_1-4.S",3128,3047,3294,3239
"MAM.PC019_35_5_1-5.S",15,14,19,16
"MAM.PC019_35_6_1-6.S",64,61,106,91
"MAM.PC019_35_7_1-7.S",9,9,10,9
"MAM.PC019_35_8_1-8.S",0,0,0,0
"MAM.PC019_37_1_1-1.S",43878,42883,54456,53427
"MAM.PC019_37_2_1-2.S",890,790,900,761
"MAM.PC019_37_3_1-3.S",143401,141271,155059,152738
"MAM.PC019_37_4_1-4.S",79989,78738,75215,73997
"MAM.PC019_37_5_1-5.S",11789,11664,11112,10991
"MAM.PC019_37_6_1-6.S",117,112,101,99
"MAM.PC019_37_7_1-7.S",1,1,1,1
"MAM.PC019_37_8_1-8.S",0,0,0,0
"MAM.PC019_39_1_1-1.S",0,0,0,0
"MAM.PC019_39_2_1-2.S",0,0,0,0
"MAM.PC019_39_3_1-3.S",14558,14180,14813,14389
"MAM.PC019_39_4_1-4.S",50340,49530,55862,55069
"MAM.PC019_39_5_1-5.S",5137,5076,5314,5257
"MAM.PC019_39_6_1-6.S",4,4,8,6
"MAM.PC019_39_7_1-7.S",24103,23797,28678,28288
"MAM.PC019_39_8_1-8.S",1916,1686,1840,1538
"MAM.PC019_41_1_1-1.S",0,0,0,0
"MAM.PC019_41_2_1-2.S",217,198,240,205
"MAM.PC019_41_3_1-3.S",116871,114325,121696,119356
"MAM.PC019_41_4_1-4.S",118936,117579,119648,118327
"MAM.PC019_41_5_1-5.S",129,119,107,95
"MAM.PC019_41_6_1-6.S",31,27,19,16
"MAM.PC019_41_7_1-7.S",46676,46247,48741,48255
"MAM.PC019_41_8_1-8.S",543,483,544,457
"MAM.PC019_43_1_1-1.S",0,0,0,0
"MAM.PC019_43_2_1-2.S",51242,50286,52315,51337
"MAM.PC019_43_3_1-3.S",7,6,6,6
"MAM.PC019_43_4_1-4.S",315,304,376,358
"MAM.PC019_43_5_1-5.S",269,265,304,297
"MAM.PC019_43_6_1-6.S",87,79,84,67
"MAM.PC019_43_7_1-7.S",51073,50493,54394,53649
"MAM.PC019_43_8_1-8.S",2521,2409,2757,2636
"MAM.PC019_45_1_1-1.S",76725,75188,75174,73468
"MAM.PC019_45_2_1-2.S",129,119,104,83
"MAM.PC019_45_3_1-3.S",170000,164374,170943,165525
"MAM.PC019_45_4_1-4.S",6,6,3,3
"MAM.PC019_45_5_1-5.S",36534,36008,43942,43345
"MAM.PC019_45_6_1-6.S",10,10,23,21
"MAM.PC019_45_7_1-7.S",22346,22025,24951,24601
"MAM.PC019_45_8_1-8.S",2,2,1,1
"MAM.PC019_47_1_1-1.S",107,90,128,97
"MAM.PC019_47_2_1-2.S",25153,24812,23970,23648
"MAM.PC019_47_3_1-3.S",102746,100975,116476,114433
"MAM.PC019_47_4_1-4.S",157150,153671,210194,206584
"MAM.PC019_47_5_1-5.S",1000,986,1262,1237
"MAM.PC019_47_6_1-6.S",1,1,1,0
"MAM.PC019_47_7_1-7.S",432,391,449,370
"MAM.PC019_47_8_1-8.S",7293,7090,6763,6588
"MAM.PC019_49_1_1-1.S",56496,55213,48852,47972
"MAM.PC019_49_2_1-2.S",137,129,103,87
"MAM.PC019_49_3_1-3.S",135526,131810,141881,138311
"MAM.PC019_49_4_1-4.S",197900,193748,242151,236289
"MAM.PC019_49_5_1-5.S",18762,18512,17977,17727
"MAM.PC019_49_6_1-6.S",1,0,2,2
"MAM.PC019_49_7_1-7.S",29561,29196,29520,29167
"MAM.PC019_49_8_1-8.S",2,2,1,1
"MAM.PC019_51_1_1-1.S",39373,39090,41848,41415
"MAM.PC019_51_2_1-2.S",65824,65091,67791,67023
"MAM.PC019_51_3_1-3.S",3213,2935,3290,2781
"MAM.PC019_51_4_1-4.S",32318,31464,37304,36297
"MAM.PC019_51_5_1-5.S",71205,69872,83320,81703
"MAM.PC019_51_6_1-6.S",0,0,0,0
"MAM.PC019_51_7_1-7.S",23599,23299,29989,29533
"MAM.PC019_51_8_1-8.S",2,2,3,3
"MAM.PC019_53_1_1-1.S",0,0,1,1
"MAM.PC019_53_2_1-2.S",4,4,2,2
"MAM.PC019_53_3_1-3.S",4,3,1,1
"MAM.PC019_53_4_1-4.S",110243,107783,127343,124453
"MAM.PC019_53_5_1-5.S",49155,48657,55350,54779
"MAM.PC019_53_6_1-6.S",97347,95976,96873,95380
"MAM.PC019_53_7_1-7.S",23,21,29,22
"MAM.PC019_53_8_1-8.S",64853,64011,75578,74637
"MAM.PC019_55_1_1-1.S",31,28,25,24
"MAM.PC019_55_2_1-2.S",0,0,0,0
"MAM.PC019_55_3_1-3.S",219,200,222,185
"MAM.PC019_55_4_1-4.S",93,90,95,92
"MAM.PC019_55_5_1-5.S",103681,102647,109046,107888
"MAM.PC019_55_6_1-6.S",11592,11407,12807,12634
"MAM.PC019_55_7_1-7.S",1192,1106,1222,1079
"MAM.PC019_55_8_1-8.S",1783,1657,1909,1663
"MAM.PC019_57_1_1-1.S",28225,27880,28858,28478
"MAM.PC019_57_2_1-2.S",54062,52533,54709,53365
"MAM.PC019_57_3_1-3.S",132,125,127,109
"MAM.PC019_57_4_1-4.S",3,2,2,2
"MAM.PC019_57_5_1-5.S",0,0,2,2
"MAM.PC019_57_6_1-6.S",7,7,13,10
"MAM.PC019_57_7_1-7.S",48158,47474,49271,48520
"MAM.PC019_57_8_1-8.S",72851,71024,80754,78672
"MAM.PC019_59_1_1-1.S",124327,122817,123337,121587
"MAM.PC019_59_2_1-2.S",108779,107390,108158,106826
"MAM.PC019_59_3_1-3.S",81762,80786,82014,81076
"MAM.PC019_59_4_1-4.S",6157,5554,6331,5393
"MAM.PC019_59_5_1-5.S",166429,164693,159224,157581
"MAM.PC019_59_6_1-6.S",139274,137120,163818,161198
"MAM.PC019_59_7_1-7.S",113962,113015,118983,117966
"MAM.PC019_59_8_1-8.S",75727,74812,77160,76350
"MAM.PC019_61_1_1-1.S",1,1,0,0
"MAM.PC019_61_2_1-2.S",1788,1570,1860,1472
"MAM.PC019_61_3_1-3.S",26202,25796,27935,27530
"MAM.PC019_61_4_1-4.S",85625,84067,94144,92584
"MAM.PC019_61_5_1-5.S",7,6,16,13
"MAM.PC019_61_6_1-6.S",144193,141874,156765,154009
"MAM.PC019_61_7_1-7.S",48456,47513,54209,53059
"MAM.PC019_61_8_1-8.S",32,32,31,30
"MAM.PC019_63_1_1-1.S",4,3,1,1
"MAM.PC019_63_2_1-2.S",45902,44885,42051,41186
"MAM.PC019_63_3_1-3.S",214,209,227,222
"MAM.PC019_63_4_1-4.S",100,86,132,107
"MAM.PC019_63_5_1-5.S",128995,125922,136097,132425
"MAM.PC019_63_6_1-6.S",45691,44373,49186,47596
"MAM.PC019_63_7_1-7.S",21876,21564,24387,24062
"MAM.PC019_63_8_1-8.S",14078,13668,15073,14714
"MAM.PC019_65_1_1-1.S",6,5,6,6
"MAM.PC019_65_2_1-2.S",6059,5881,5892,5648
"MAM.PC019_65_3_1-3.S",3603,3540,3581,3525
"MAM.PC019_65_4_1-4.S",184403,180612,230574,226514
"MAM.PC019_65_5_1-5.S",427,402,371,335
"MAM.PC019_65_6_1-6.S",225,206,225,193
"MAM.PC019_65_7_1-7.S",0,0,0,0
"MAM.PC019_65_8_1-8.S",14,14,14,12
"MAM.PC019_67_1_1-1.S",0,0,0,0
"MAM.PC019_67_2_1-2.S",10,10,4,3
"MAM.PC019_67_3_1-3.S",25912,25534,31336,30859
"MAM.PC019_67_4_1-4.S",43,42,37,28
"MAM.PC019_67_5_1-5.S",36,33,43,33
"MAM.PC019_67_6_1-6.S",2387,2337,2423,2385
"MAM.PC019_67_7_1-7.S",0,0,0,0
"MAM.PC019_67_8_1-8.S",0,0,1,1
"MAM.PC019_69_1_1-1.S",65018,64395,68256,67657
"MAM.PC019_69_2_1-2.S",0,0,0,0
"MAM.PC019_69_3_1-3.S",38630,38075,41582,40855
"MAM.PC019_69_4_1-4.S",37474,37018,38913,38471
"MAM.PC019_69_5_1-5.S",118257,116830,124966,123392
"MAM.PC019_69_6_1-6.S",1,1,2,2
"MAM.PC019_69_7_1-7.S",1,1,1,1
"MAM.PC019_69_8_1-8.S",46779,46344,49838,49386
"MAM.PC019_71_1_1-1.S",0,0,0,0
"MAM.PC019_71_2_1-2.S",612,572,614,515
"MAM.PC019_71_3_1-3.S",25095,24521,27874,27256
"MAM.PC019_71_4_1-4.S",3,3,6,4
"MAM.PC019_71_5_1-5.S",1,1,1,1
"MAM.PC019_71_6_1-6.S",26655,25939,30091,29342
"MAM.PC019_71_7_1-7.S",121,115,127,112
"MAM.PC019_71_8_1-8.S",111,109,99,90
"MAM.PC019_73_1_1-1.S",101617,100149,123016,121347
"MAM.PC019_73_2_1-2.S",49712,48921,54022,52909
"MAM.PC019_73_3_1-3.S",18771,18199,20513,20005
"MAM.PC019_73_4_1-4.S",42157,41400,45063,44278
"MAM.PC019_73_5_1-5.S",0,0,0,0
"MAM.PC019_73_6_1-6.S",136050,131145,151431,145630
"MAM.PC019_73_7_1-7.S",231,218,237,200
"MAM.PC019_73_8_1-8.S",158,141,158,139
"MAM.PC019_75_1_1-1.S",219178,215487,237699,234171
"MAM.PC019_75_2_1-2.S",43,38,49,42
"MAM.PC019_75_3_1-3.S",69195,68024,67808,66644
"MAM.PC019_75_4_1-4.S",10,8,19,15
