"","Sample","Core","Date_bp_mean","Date_CE_mean","year","d13C.GAM.fit","d13C.GAM.fit.se","d13C.GAM.fit.uppCI","d13C.GAM.fit.lwrCI","d13C.100yrspline","year","d18O.GAM.fit","d18O.GAM.fit.se","d18O.GAM.fit.uppCI","d18O.GAM.fit.lwrCI","d18O.100yrspline","year","SeaIceIndex.GAM.fit","SeaIceIndex.GAM.fit.se","SeaIceIndex.GAM.fit.uppCI","SeaIceIndex.GAM.fit.lwrCI","SeaIceIndex.100yrspline","yearCE","yearBP","MD99-2275sstAlkenone.GAM.fit","MD99-2275sstAlkenone.GAM.fit.se","MD99-2275sstAlkenone.GAM.fit.uppCI","MD99-2275sstAlkenone.GAM.fit.lwrCI","MD99-2275sstAlkenone.100yrspline","yearCE","yearBP","MD99-2275sstDiatom.GAM.fit","MD99-2275sstDiatom.GAM.fit.se","MD99-2275sstDiatom.GAM.fit.uppCI","MD99-2275sstDiatom.GAM.fit.lwrCI","MD99-2275sstDiatom.100yrspline"
"26","GC1-100","GC1",1815,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,1815,8.52998547016873,0.143378828264393,8.81100797356694,8.24896296677051,8.469697206755,135,1815,7.84957945209965,0.0776812703160019,8.00183474191902,7.69732416228029,7.82286107735345
"27","GC1-104","GC1",1889,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1889,8.67081130231107,0.141653067666339,8.9484513149371,8.39317128968505,8.55914790953139,61,1889,7.87168102601176,0.0796915900244325,8.02787654245964,7.71548550956387,7.85413972625517
"28","GC1-108","GC1",1962,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,1962,8.40020237316526,0.144653717365965,8.68372365920256,8.11668108712797,8.63702219135924,-12,1962,7.89446602230497,0.0821559662216882,8.05549171609948,7.73344032851046,7.88477236362898
"29","GC1-112","GC1",2036,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,2036,8.52349271083078,0.145263605087852,8.80820937680297,8.23877604485859,8.74198543723308,-86,2036,7.91821783183717,0.0849408394057884,8.08470187707252,7.75173378660183,7.92530658469552
"30","GC1-116","GC1",2109,-159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159,2109,9.09578324791965,0.141245612713443,9.372624648838,8.8189418470013,8.87013039191733,-159,2109,7.94074094984323,0.0876783345788695,8.11259048561781,7.76889141406864,7.97255505249908
"31","GC1-120","GC1",2184,-234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234,2184,9.35750363788637,0.140935176916078,9.63373658464188,9.08127069113086,8.9742280218956,-234,2184,7.9598194731566,0.0901749653940094,8.13656240532886,7.78307654098434,8.01268473728386
"32","GC1-124","GC1",2257,-307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307,2257,9.18816594618495,0.142926262291413,9.46830142027612,8.90803047209378,9.04789934173518,-307,2257,7.97244920429204,0.0921693828192317,8.15310119461773,7.79179721396634,8.019483749122
"33","GC1-128","GC1",2327,-377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-377,2327,9.0179603288492,0.148834057543667,9.30967508163479,8.72624557606362,9.10646836012456,-377,2327,7.9796911316206,0.0936560119041655,8.16325691495276,7.79612534828843,8.00669567544083
"34","GC1-132","GC1",2398,-448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-448,2398,9.15387372570387,0.149013731735042,9.44594063990455,8.86180681150319,9.1713610108713,-448,2398,7.9841056720491,0.0947538495289924,8.16982321712592,7.79838812697227,7.98913718619092
"35","GC1-136","GC1",2471,-521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-521,2471,9.58325364111764,0.140148765316072,9.85794522113714,9.30856206109814,9.23235904817,-521,2471,7.98749423271414,0.0955165730193608,8.17470671583209,7.8002817495962,7.97387556157408
"36","GC1-140","GC1",2542,-592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-592,2542,9.51951141786441,0.140277584997932,9.79445548446036,9.24456735126846,9.23972738650736,-592,2542,7.99091645647179,0.0959685173348295,8.17901475044806,7.80281816249552,7.95675913736774
"37","GC1-144","GC1",2612,-662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-662,2612,9.04262091250946,0.140397158376099,9.31779934292662,8.76744248209231,9.22397418524873,-662,2612,7.99539142697943,0.0961869234454615,8.18391779693254,7.80686505702633,7.93907844340758
"38","GC1-148","GC1",2683,-733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-733,2683,9.23849418680107,0.143774256209591,9.52029172897187,8.95669664463027,9.21169409082636,-733,2683,8.0025433694113,0.0962339685157712,8.19116194770221,7.81392479112038,7.93777994335283
"39","GC1-152","GC1",2755,-805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-805,2755,9.72295858150317,0.144391610426245,10.0059661379386,9.43995102506773,9.19727920029361,-805,2755,8.01365502581011,0.096138826497047,8.20208712574432,7.8252229258759,7.97244423884323
"40","GC1-156","GC1",2827,-877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-877,2827,9.31454934379765,0.142163858004181,9.59319050548585,9.03590818210946,9.15190770458399,-877,2827,8.02792775338785,0.0959304442711084,8.21595142415922,7.83990408261648,8.01746350459617
"41","GC1-160","GC1",2898,-948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-948,2898,8.71823164571279,0.141480505228124,8.99553343595991,8.44092985546566,9.07714140091721,-948,2898,8.0431831149043,0.095645583421478,8.2306484584104,7.8557177713982,8.05190393179418
"42","GC1-164","GC1",2970,-1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1020,2970,8.76820339028593,0.139154083544164,9.04094539403249,8.49546138653937,8.99841286088396,-1020,2970,8.05803300001797,0.0953041019409082,8.24482903982215,7.87123696021379,8.07740440262627
"43","GC1-168","GC1",3041,-1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1091,3041,9.05747474518168,0.13617688885947,9.32438144734624,8.79056804301712,8.94001034722848,-1091,3041,8.07043944656468,0.094956921722207,8.2565550131402,7.88432387998915,8.09922963897768
"44","GC1-172","GC1",3113,-1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1163,3113,9.1032511283946,0.135977852513695,9.36976771932144,8.83673453746776,8.88321259745954,-1163,3113,8.07959038441299,0.0946323462398406,8.26506978304307,7.8941109857829,8.11490934961544
"45","GC1-176","GC1",3188,-1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1238,3188,8.90466758594678,0.137165815426301,9.17351258418233,8.63582258771122,8.81789373984515,-1238,3188,8.08567124426598,0.0943495343212945,8.27059633153571,7.90074615699624,8.11009915477601
"46","GC1-180","GC1",3265,-1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1315,3265,8.58927674822394,0.136019345748665,8.85587466589133,8.32267883055656,8.75224467942585,-1315,3265,8.08975794617322,0.0941277512078478,8.2742483385406,7.90526755380584,8.09386074965332
"47","PC019-23","PC019",167,1783,1783,2.0076322538039,0.0447132437312748,2.0952702115172,1.9199942960906,2.07510429036444,1783,3.73547451544317,0.0409809532269311,3.81579718376795,3.65515184711838,3.67703078470863,1783,3.10122379230957,0.345608394053778,3.77861624465497,2.42383133996417,3.08201527998186,1783,167,7.38166739952775,0.0937849120555805,7.56548582715669,7.19784897189882,7.26742591335639,1783,167,6.88441174067926,0.0514192820331097,6.98519353346416,6.78362994789437,6.93634543183045
"48","PC019-25","PC019",178,1772,1772,2.20411648376425,0.0445194114805179,2.29137453026606,2.11685843726243,2.15202817088973,1772,3.55607386406013,0.0408406309479444,3.6361215007181,3.47602622740216,3.59291811012353,1772,2.51957637493554,0.345598480847873,3.19694939739737,1.84220335247371,2.52332156909696,1772,178,7.37441140125033,0.0960866117180246,7.56274116021765,7.186081642283,7.29437174509964,1772,178,6.88950987938837,0.0500437724975277,6.98759567348353,6.79142408529322,6.93774803619906
"49","PC019-27","PC019",189,1761,1761,2.30637579310549,0.0446709540378512,2.39393086301968,2.2188207231913,2.23378534537616,1761,3.42227539118478,0.040950631192473,3.50253862832203,3.34201215404754,3.52988716430915,1761,1.96139645492283,0.345593435278643,2.63875958806897,1.28403332177669,1.98312670109329,1761,189,7.37184664260819,0.0986850062122123,7.56526925478413,7.17842403043225,7.32131757684289,1761,189,6.89454647421639,0.0488750885374874,6.99034164774986,6.79875130068291,6.93915064056768
"50","PC019-29","PC019",201,1749,1749,2.29379647383395,0.0446170937997705,2.3812459776815,2.2063469699864,2.29859749551765,1749,3.41626880061121,0.0409104946167805,3.4964533700601,3.33608423116232,3.50466063192507,1749,1.56183460588185,0.345609157941661,2.23922855544751,0.884440656316194,1.5860172355746,1749,201,7.37869365880545,0.100870203327965,7.57639925732826,7.18098806028264,7.35075866598331,1749,201,6.89995956005943,0.047821550466799,6.99368979897436,6.80622932114451,6.94068075442435
"51","PC019-31","PC019",213,1737,1737,2.32891025223619,0.0445238780595319,2.41617705323288,2.24164345123951,2.33299537447823,1737,3.53806883394807,0.0408454045293413,3.61812582682558,3.45801184107056,3.52214016330492,1737,1.37790482019318,0.345592494411808,2.05526610924032,0.700543531146034,1.39261007148036,1737,213,7.39818202449087,0.102216819046696,7.5985269898224,7.19783705915935,7.38028793285416,1737,213,6.90528005655102,0.046982651833614,6.9973660541449,6.81319405895714,6.94221086828103
"52","PC019-33","PC019",224,1726,1726,2.40814773914465,0.0446989175315074,2.49575761750641,2.3205378607829,2.33782282463214,1726,3.63735053055007,0.0409691966864347,3.71765015605548,3.55705090504466,3.55736543769152,1726,1.32928821221197,0.345609208322224,2.00668226052353,0.651894163900414,1.33236406984673,1726,224,7.42742912656191,0.103313547388318,7.62992367944302,7.22493457368081,7.40710327726332,1726,224,6.91007513331609,0.046384743987462,7.00098923153151,6.81916103510066,6.94361347264964
"53","PC019-35","PC019",235,1715,1715,2.37180906274864,0.0445008161157277,2.45903066233546,2.28458746316181,2.30134035864494,1715,3.62976456781884,0.0408287711962829,3.70978895936356,3.54974017627413,3.58211904902068,1715,1.31339335414551,0.345618280671314,1.99080518426129,0.635981524029736,1.30655485751833,1715,235,7.46615964678455,0.104986046747005,7.67193229840868,7.26038699516042,7.43360043782988,1715,235,6.9147980551393,0.0459316891820456,7.00482416593611,6.82477194434249,6.94501607701826
"54","PC019-37","PC019",247,1703,1703,2.18669290299355,0.0447518118946389,2.27440645430704,2.09897935168005,2.22329724031167,1703,3.565867451831,0.0410072848322225,3.64624173010216,3.48549317355984,3.59160644718353,1703,1.30573595563238,0.345603976062253,1.98311974871439,0.628352162550361,1.28800418121907,1703,247,7.51612578093962,0.107805110020303,7.72742379657942,7.30482776529983,7.46247074428551,1703,247,6.91988355040032,0.0455819503329448,7.00922417305289,6.83054292774775,6.94654619087493
"55","PC019-39","PC019",258,1692,1692,2.07713209191504,0.0444544780566919,2.16426286890616,1.99000131492392,2.1502271769971,1692,3.57999625268765,0.0407954323863706,3.65995530016494,3.50003720521037,3.60456023149602,1692,1.20155200066941,0.345631350192798,1.87898944704729,0.524114554291524,1.18399225304572,1692,258,7.5655167116118,0.110909073848484,7.78289849635483,7.34813492686877,7.48872567148468,1692,258,6.92450373547281,0.0453766767286163,7.0134420218609,6.83556544908472,6.94794879524355
"56","PC019-41","PC019",270,1680,1680,2.09979012170494,0.0447691536166975,2.18753766279367,2.01204258061622,2.08923118394723,1680,3.65677064819305,0.0410199364428753,3.73716972362109,3.57637157276501,3.62713352018675,1680,0.954366381894869,0.345756670244075,1.63204945557326,0.276683308216483,0.951902349913349,1680,270,7.61938386481608,0.113929637025024,7.84268595338513,7.39608177624703,7.51718579303354,1680,270,6.92952478536717,0.0452605915236076,7.01823554475344,6.8408140259809,6.94947890910022
"57","PC019-43","PC019",281,1669,1669,2.08961136186424,0.0444437392538061,2.1767210908017,2.00250163292678,2.04351798948001,1669,3.66450882913886,0.040787541361607,3.74445241020761,3.58456524807011,3.64667228507456,1669,0.74935671428392,0.346434390468244,1.42836811960168,0.0703453089661609,0.760985986239997,1669,281,7.66572858914152,0.115673930142572,7.89244949222096,7.43900768606208,7.54365828851334,1669,281,6.93413501657114,0.0452371933680715,7.02279991557256,6.84547011756972,6.95088151346884
"58","PC019-45","PC019",293,1657,1657,1.96671330646954,0.0447511832587401,2.05442562565667,1.87900098728241,2.01204663457323,1657,3.60882262270905,0.0410072729023406,3.68919687759764,3.52844836782047,3.6675940693973,1657,0.683398159725731,0.34857408923345,1.36660337462329,0.000192944828169672,0.699916512641432,1657,293,7.71045088045765,0.116244664359122,7.93829042260153,7.48261133831377,7.57271529149803,1657,293,6.93920102981989,0.0452845517225494,7.02795875119608,6.85044330844369,6.95241162732551
"59","PC019-47","PC019",305,1645,1645,1.91749318460025,0.0444939853265108,2.00470139584021,1.83028497336029,2.01216704284055,1645,3.64271166487236,0.0408231770565393,3.72272509190318,3.56269823784154,3.70983642553713,1645,0.811682742525847,0.351755923427546,1.50112435244384,0.122241132607858,0.822066394902147,1645,305,7.74772352448553,0.11591243326973,7.9749118936942,7.52053515527686,7.60182142937352,1645,305,6.94433317113841,0.0453913116146016,7.03330014190303,6.8553662003738,6.95394174118218
"60","PC019-49","PC019",317,1633,1633,2.04865830285284,0.0446668721378886,2.1362053722431,1.96111123346258,2.05318049687526,1633,3.79746049197529,0.0409471565433658,3.87771691880029,3.71720406515029,3.7680285457166,1633,1.06173476224006,0.353031135623945,1.75367578806299,0.369793736417127,1.06357628101931,1633,317,7.77718740661614,0.115446437490691,8.00346242409789,7.55091238913438,7.6306467130133,1633,317,6.94955711880083,0.0455439284740386,7.03882321860995,6.86029101899172,6.95743890780992
"61","PC019-51","PC019",329,1621,1621,2.1785109761553,0.0445999053007663,2.2659267905448,2.09109516176579,2.09562058740768,1621,3.90445781242745,0.0408987786436234,3.98461941856895,3.82429620628595,3.80162807591951,1621,1.35329480367544,0.361665171486334,2.06215853978866,0.644431067562229,1.35012283176001,1621,329,7.79959595617405,0.1154988241528,8.02597365151354,7.57321826083456,7.65916287347485,1621,329,6.9548954288756,0.0457320799806885,7.04453030563775,6.86526055211345,6.96179670749524
"62","PC019-53","PC019",340,1610,1610,2.16758577384337,0.0445972459650639,2.25499637593489,2.08017517175184,2.11378820097202,1610,3.8619981804837,0.0408973857384448,3.94215705653105,3.78183930443635,3.79422162618326,1610,1.64545897803088,0.446256270019585,2.52012126726926,0.770796688792491,1.63848748651012,1610,340,7.81539951246184,0.116177035389998,8.04310650182624,7.58769252309744,7.68519621487761,1610,340,6.95990655351053,0.0459282101898068,7.04992584548255,6.86988726153851,6.96629641913587
"63","PC019-55","PC019",352,1598,1598,2.10085125301108,0.0446665068446112,2.18839760642652,2.01330489959564,2.11279359860949,1598,3.73076372548446,0.0409464345809954,3.81101873726321,3.65050871370571,3.7593806328899,NA,NA,NA,NA,NA,NA,1598,352,7.82956802235379,0.117266291167407,8.0594099530419,7.59972609166567,7.7132738693371,1598,352,6.96551922001081,0.0461601035098549,7.05599302289013,6.8750454171315,6.9715450216216
"64","PC019-57","PC019",363,1587,1587,2.08587049161612,0.0445331183902292,2.17315540366097,1.99858557957127,2.09528404956272,1587,3.64220027093639,0.0408515125283803,3.72226923549201,3.56213130638076,3.73040162063153,NA,NA,NA,NA,NA,NA,1587,363,7.84170742905693,0.118080777272597,8.07314575251122,7.61026910560264,7.73837381748066,1587,363,6.97081389081336,0.0463826453301788,7.06172387566051,6.87990390596621,6.9765170175206
"65","PC019-59","PC019",374,1576,1576,2.08399582558615,0.0446870159244493,2.17158237679807,1.99640927437423,2.0655867816346,1576,3.63924267173261,0.0409611474685458,3.71952652077096,3.55895882269426,3.72398883814298,NA,NA,NA,NA,NA,NA,1576,374,7.85466938861741,0.1183112363714,8.08655941190535,7.62277936532946,7.76354242385305,1576,374,6.97626816660387,0.0466100959646771,7.06762395469463,6.8849123785131,6.98167612779592
"66","PC019-61","PC019",385,1565,1565,2.04335664938794,0.0445140135376643,2.13060411592176,1.95610918285412,2.03744485145256,1565,3.71927962233972,0.0408378187040485,3.79932174699965,3.63923749767978,3.7366908481731,NA,NA,NA,NA,NA,NA,1565,385,7.86954425908165,0.117826978772229,8.10048513747522,7.63860338068808,7.78859891124945,1565,385,6.98189956951807,0.0468399445465061,7.07370586082922,6.89009327820692,6.98710038090941
"67","PC019-63","PC019",395,1555,1555,1.99534164729315,0.0446721654725828,2.08289909161941,1.90778420296689,2.01612396580295,1555,3.8144914177711,0.0409505606177998,3.89475451658199,3.73422831896022,3.74838603162756,NA,NA,NA,NA,NA,NA,1555,395,7.88503364642187,0.116940440166516,8.11423690914824,7.6558303836955,7.81140878979128,1555,395,6.98718881305403,0.0470500511495282,7.07940691330711,6.89497071280096,6.99224355775909
"68","PC019-65","PC019",406,1544,1544,1.97589476088211,0.0445279542856394,2.06316955128196,1.88861997048226,1.99921759330949,1544,3.84920582948178,0.0408477519042183,3.92926742321405,3.76914423574951,3.73993066057483,NA,NA,NA,NA,NA,NA,1544,406,7.90384532072582,0.115850646051387,8.13091258698654,7.6767780544651,7.83628184041278,1544,406,6.99321245897259,0.0472816239005709,7.0858844418177,6.90054047612747,6.99835194559283
"69","PC019-67","PC019",417,1533,1533,1.98777056506946,0.0446916323168469,2.07536616441048,1.90017496572844,2.0012366122584,1533,3.75277530975356,0.0409645151965235,3.83306575953875,3.67248485996837,3.68977342490103,NA,NA,NA,NA,NA,NA,1533,417,7.92338562997281,0.114990923280609,8.1487678396028,7.69800342034281,7.86137113158945,1533,417,6.99947118789747,0.0475121618569406,7.09259502513707,6.90634735065786,7.00464892441749
"70","PC019-69","PC019",428,1522,1522,2.00798212237871,0.044509777496122,2.09522128627111,1.92074295848631,2.02583769964378,1522,3.58591855636056,0.0408347341660527,3.66595463532603,3.5058824773951,3.61473431763114,NA,NA,NA,NA,NA,NA,1522,428,7.94184499708729,0.114470202334096,8.16620659366212,7.71748340051246,7.88645806321585,1522,428,7.00598472454757,0.0477402499504317,7.09955561445042,6.91241383464472,7.0111230096961
"71","PC019-71","PC019",439,1511,1511,2.04626236514149,0.0447082842381231,2.13389060224822,1.95863412803477,2.06284140996207,1511,3.47233350760704,0.0409764514040528,3.55264735235898,3.39201966285509,3.55290790593002,NA,NA,NA,NA,NA,NA,1511,439,7.95711576314209,0.113996597145231,8.18054909354675,7.73368243273744,7.91139912297622,1511,439,7.01277103190799,0.0479655574665421,7.10678352454241,6.91875853927356,7.01809371394804
"72","PC019-73","PC019",450,1500,1500,2.11157703845179,0.0444945544951885,2.19878636526236,2.02436771164122,2.09882356953907,1500,3.46205189633394,0.0408238348029293,3.54206661254769,3.3820371801202,3.52735473181682,NA,NA,NA,NA,NA,NA,1500,450,7.96710625109381,0.11313182100427,8.18884462026218,7.74536788192544,7.93638357716537,1500,450,7.01984550161873,0.0481891239095403,7.11429618448143,6.92539481875603,7.02554790557821
"73","PC019-75","PC019",461,1489,1489,2.16886816758811,0.0447218618436164,2.2565230168016,2.08121331837462,2.13799346282653,1489,3.50814578918632,0.040986181685813,3.58847870529051,3.42781287308212,3.53212615362455,NA,NA,NA,NA,NA,NA,1489,461,7.9701172968183,0.111616291423389,8.18888522800814,7.75134936562845,7.96165634613434,1489,461,7.02722055558933,0.0484125744223267,7.12210920145709,6.93233190972157,7.03363900089397
"74","PC019-77","PC019",472,1478,1478,2.18059290596276,0.044482535519255,2.2677786755805,2.09340713634502,2.1665686607372,1478,3.5642213585308,0.040815233541588,3.64421921627231,3.48422350078929,3.55757187349497,NA,NA,NA,NA,NA,NA,1478,472,7.96516743596394,0.109562529643982,8.17990999406615,7.75042487786174,7.98691151461635,1478,472,7.03490551427586,0.0486370458134701,7.13023412407026,6.93957690448146,7.04239993582619
"75","PC019-79","PC019",482,1468,1468,2.16365632001679,0.0447132504497374,2.25129429089827,2.0760183491353,2.16986543110095,1468,3.62087098595242,0.0409800446930031,3.70119187355071,3.54055009835414,3.59270556474242,NA,NA,NA,NA,NA,NA,1468,482,7.95374525649736,0.107656076459384,8.16475116635775,7.74273934663697,8.00983070354796,1468,482,7.04216624811024,0.0488421298093273,7.13789682253652,6.94643567368395,7.05069050334706
"76","PC019-81","PC019",493,1457,1457,2.15057161652473,0.0444897601788916,2.23777154647535,2.0633716865741,2.16595492407659,1457,3.67255339283041,0.0408203741951525,3.7525613262529,3.59254545940791,3.6256701890542,NA,NA,NA,NA,NA,NA,1457,493,7.93449174943852,0.106160028041049,8.14256540439898,7.72641809447807,8.03392478713813,1457,493,7.05045851721401,0.0490688232919087,7.14663341086615,6.95428362356187,7.06018699282474
"77","PC019-83","PC019",504,1446,1446,2.14583022959351,0.044726458382507,2.23349408802322,2.05816637116379,2.15310002808372,1446,3.66462738474606,0.040989498349617,3.74496680151131,3.58428796798081,3.63547477115787,NA,NA,NA,NA,NA,NA,1446,504,7.91037206599636,0.105906133538346,8.11794808773152,7.7027960442612,8.05723918258755,1446,504,7.05907222456542,0.0492974700288799,7.15569526582203,6.96244918330882,7.06987234148357
"78","PC019-85","PC019",514,1436,1436,2.127232581368,0.04449810377228,2.21444886476167,2.04001629797434,2.12408481591491,1436,3.60521651873095,0.0408263073122317,3.68523608106292,3.52519695639897,3.62891180286658,NA,NA,NA,NA,NA,NA,1436,514,7.8871092560297,0.106997233723456,8.09682383412767,7.67739467793173,8.07813999659936,1436,514,7.06718132060394,0.0495082180635308,7.16421742800846,6.97014521319942,7.07869870344128
"79","PC019-87","PC019",526,1424,1424,2.08614271765064,0.0447364367850263,2.1738261337493,1.99845930155199,2.06430449680801,1424,3.5665232992973,0.0409966322557142,3.6468766985185,3.4861699000761,3.62275004981295,NA,NA,NA,NA,NA,NA,1424,526,7.8621017540522,0.109616925577909,8.0769509281849,7.6472525799195,8.10296992857214,1424,526,7.0772594743406,0.0497658017644196,7.17480044579886,6.97971850288233,7.0895624505178
"80","PC019-89","PC019",538,1412,1412,2.04202533014365,0.0444676821687841,2.12918198719446,1.95486867309283,1.97941034328963,1412,3.63467557170548,0.0408046392856866,3.71465266470542,3.55469847870553,3.61329838828468,NA,NA,NA,NA,NA,NA,1412,538,7.84563599766189,0.112750537487815,8.06662705113801,7.62464494418578,8.12783669611512,1412,538,7.08771038798545,0.0500285007837997,7.18576624952169,6.9896545264492,7.10079555622413
"81","PC019-91","PC019",549,1401,1401,1.95957698438455,0.044741416217116,2.0472701601701,1.871883808599,1.87907419648087,1401,3.68970036437138,0.0410001439298143,3.77006064647382,3.60934008226895,3.58255411042891,NA,NA,NA,NA,NA,NA,1401,549,7.84246487146673,0.115336598417996,8.068524604366,7.61640513856746,8.15003092730475,1401,549,7.09760913679335,0.0502734468383596,7.19614509259654,6.99907318099017,7.11175665442328
"82","PC019-93","PC019",561,1389,1389,1.75913435507605,0.0444870688305907,1.84632900998401,1.67193970016809,1.76379220177135,1389,3.58140898316085,0.0408185476883185,3.66141333662995,3.50140462969175,3.52209255820941,NA,NA,NA,NA,NA,NA,1389,561,7.85572373840376,0.117500698442841,8.08602510735173,7.62542236945579,8.17406219324528,1389,561,7.10874192444975,0.0505451494754932,7.20781041742171,7.00967343147778,7.12439157100647
"83","PC019-95","PC019",573,1377,1377,1.53214006210753,0.0446870155192983,1.61972661252536,1.44455351168971,1.68061043420761,1377,3.36033197437713,0.0409611471774074,3.44061582284485,3.28004812590941,3.46064600317785,NA,NA,NA,NA,NA,NA,1377,573,7.88878116495311,0.119117899881883,8.1222522487216,7.65531008118462,8.19774174950383,1377,573,7.12020504498366,0.0508218052560437,7.21981578328551,7.02059430668182,7.13750786887249
"84","PC019-97","PC019",585,1365,1365,1.51465239263219,0.0445720123146224,1.60201353676885,1.42729124849553,1.68272830580311,1365,3.28323073592676,0.0408793107844097,3.3633541850642,3.20310728678932,3.43393065266025,NA,NA,NA,NA,NA,NA,1365,585,7.94220144603307,0.120652342628477,8.17868003758489,7.70572285448125,8.22149039746122,1365,585,7.13197551693166,0.0511034642140866,7.23213830679127,7.03181272707205,7.150829738231
"85","PC019-99","PC019",596,1354,1354,1.73951828990194,0.0446259719871856,1.82698519499682,1.65205138480706,1.75862289161122,1354,3.4237890191404,0.0409174535101165,3.50398722802022,3.34359081026057,3.45913323832347,NA,NA,NA,NA,NA,NA,1354,596,8.00785581341718,0.122390082832278,8.24774037576845,7.76797125106592,8.24323897969185,1354,596,7.14301180004713,0.0513658686029134,7.24368890250884,7.04233469758542,7.1633725349097
"86","PC019-100","PC019",602,1348,1348,1.8902666869069,0.0444591619962696,1.97740664441959,1.80312672939421,1.80830688533397,1348,3.53371204103187,0.0407985588155615,3.61367721631037,3.45374686575337,3.48614834409257,NA,NA,NA,NA,NA,NA,1348,602,8.04952653163722,0.123537470472869,8.29165997376404,7.80739308951039,8.25509991184039,1348,602,7.14912222698003,0.0515105470778286,7.25008289925257,7.04816155470748,7.17011737886929
"87","PC019-101","PC019",607,1343,1343,1.98936237128492,0.0445972456803005,2.07677297281831,1.90195176975153,1.84665421309506,1343,3.60933746263768,0.0408973855338594,3.68949633828404,3.52917858699131,3.50766927639322,NA,NA,NA,NA,NA,NA,1343,607,8.08691992772467,0.124593049137983,8.33112230403512,7.84271755141423,8.26494249621713,1343,607,7.15425921148868,0.0516318260870658,7.25545759061933,7.05306083235803,7.17571896120466
"88","PC019-102","PC019",613,1337,1337,2.05142047815491,0.0447515626815451,2.13913354101074,1.96370741529908,1.88649554151793,1337,3.65801749848367,0.041007379103205,3.73839196152595,3.57764303544139,3.52483249545982,NA,NA,NA,NA,NA,NA,1337,613,8.13445236961889,0.125946732064233,8.38130796446479,7.887596774773,8.27678075977292,1337,613,7.16047370752872,0.0517780933931536,7.2619587705793,7.05898864447814,7.18239306138217
"89","PC019-103","PC019",618,1332,1332,2.05347297044445,0.0445999055351787,2.1408887852934,1.9660571555955,1.91303919121184,1332,3.65720642565498,0.0408987788124261,3.73736803212733,3.57704481918262,3.52928454948853,NA,NA,NA,NA,NA,NA,1332,618,8.17581859936677,0.127110622951852,8.4249554203524,7.92668177838114,8.28660640521698,1332,618,7.16569108509158,0.0519005152840315,7.26741609504829,7.06396607513488,7.18797113755494
"90","PC019-104","PC019",624,1326,1326,2.01504470645352,0.0444585824252943,2.1021835280071,1.92790588489994,1.93577834537435,1326,3.6137042781373,0.0407981981611888,3.69366874653323,3.53373980974137,3.52252262745264,NA,NA,NA,NA,NA,NA,1326,624,8.22694367459364,0.128498020590117,8.47879979495027,7.97508755423701,8.29838419299666,1326,624,7.17199421770499,0.0520478790923648,7.27400806072603,7.06998037468396,7.19482996658549
