"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"MAM.PC019-217_1_4-1.S",480,452,516,430
"MAM.PC019-217_2_4-2.S",0,0,0,0
"MAM.PC019-217_3_4-3.S",69,61,67,55
"MAM.PC019-217_4_4-4.S",9,8,5,2
"MAM.PC019-217_5_4-5.S",16670,16379,19394,19121
"MAM.PC019-217_6_4-6.S",8659,8498,10362,10130
"MAM.PC019-217_7_4-7.S",107298,105355,110669,108778
"MAM.PC019-217_8_4-8.S",27,23,15,11
"MAM.PC019-219_1_4-1.S",67319,66720,67467,67007
"MAM.PC019-219_2_4-2.S",154707,152713,145367,143527
"MAM.PC019-219_3_4-3.S",153190,151477,149877,148357
"MAM.PC019-219_4_4-4.S",52183,51611,53534,52887
"MAM.PC019-219_5_4-5.S",33,26,31,19
"MAM.PC019-219_6_4-6.S",46656,46117,47809,47212
"MAM.PC019-219_7_4-7.S",47646,46815,45440,44582
"MAM.PC019-219_8_4-8.S",102967,101204,96547,94985
"MAM.PC019-221_1_4-1.S",22104,21798,22606,22306
"MAM.PC019-221_2_4-2.S",1,1,0,0
"MAM.PC019-221_3_4-3.S",113212,111532,101701,100406
"MAM.PC019-221_4_4-4.S",10,10,12,12
"MAM.PC019-221_5_4-5.S",101543,100485,105925,104609
"MAM.PC019-221_6_4-6.S",62140,61480,62885,62406
"MAM.PC019-221_7_4-7.S",38574,37494,38185,36852
"MAM.PC019-221_8_4-8.S",161587,158756,160958,158409
"MAM.PC019-223_1_4-1.S",14,13,15,12
"MAM.PC019-223_2_4-2.S",1,1,0,0
"MAM.PC019-223_3_4-3.S",586,516,598,467
"MAM.PC019-223_4_4-4.S",1974,1892,1778,1683
"MAM.PC019-223_5_4-5.S",847,778,768,594
"MAM.PC019-223_6_4-6.S",0,0,0,0
"MAM.PC019-223_7_4-7.S",0,0,0,0
"MAM.PC019-223_8_4-8.S",101683,100537,108064,106824
"MAM.PC019-225_1_4-1.S",31,28,24,20
"MAM.PC019-225_2_4-2.S",131,117,120,90
"MAM.PC019-225_3_4-3.S",469,457,466,443
"MAM.PC019-225_4_4-4.S",83057,82274,90474,89603
"MAM.PC019-225_5_4-5.S",2,2,1,1
"MAM.PC019-225_6_4-6.S",837,804,885,822
"MAM.PC019-225_7_4-7.S",1,1,1,1
"MAM.PC019-225_8_4-8.S",16,14,16,14
"MAM.PC019-227_1_4-1.S",2,2,3,2
"MAM.PC019-227_2_4-2.S",173,169,160,156
"MAM.PC019-227_3_4-3.S",844,772,856,685
"MAM.PC019-227_4_4-4.S",53298,52363,50309,49451
"MAM.PC019-227_5_4-5.S",31108,30739,33386,33040
"MAM.PC019-227_6_4-6.S",40221,39753,40423,39905
"MAM.PC019-227_7_4-7.S",6,6,9,6
"MAM.PC019-227_8_4-8.S",2,2,0,0
"MAM.PC019-229_1_4-1.S",209,196,230,184
"MAM.PC019-229_2_4-2.S",0,0,1,0
"MAM.PC019-229_3_4-3.S",1806,1640,1862,1484
"MAM.PC019-229_4_4-4.S",3,3,1,1
"MAM.PC019-229_5_4-5.S",12,9,9,6
"MAM.PC019-229_6_4-6.S",435,391,478,360
"MAM.PC019-229_7_4-7.S",11,9,8,6
"MAM.PC019-229_8_4-8.S",47,42,31,23
"MAM.PC019-231_1_4-1.S",20,18,20,17
"MAM.PC019-231_2_4-2.S",46353,45540,55024,54257
"MAM.PC019-231_3_4-3.S",22,21,27,22
"MAM.PC019-231_4_4-4.S",93223,91606,85976,84503
"MAM.PC019-231_5_4-5.S",181,168,200,156
"MAM.PC019-231_6_4-6.S",43,37,60,48
"MAM.PC019-231_7_4-7.S",59353,58875,63614,63096
"MAM.PC019-231_8_4-8.S",1365,1212,1334,1002
"MAM.PC019-233_1_4-1.S",44046,43661,45490,45063
"MAM.PC019-233_2_4-2.S",1408,1289,1398,1017
"MAM.PC019-233_3_4-3.S",37,31,38,32
"MAM.PC019-233_4_4-4.S",52664,52070,56292,55622
"MAM.PC019-233_5_4-5.S",32882,32589,32686,32358
"MAM.PC019-233_6_4-6.S",47360,46965,49986,49499
"MAM.PC019-233_7_4-7.S",28176,27948,29993,29679
"MAM.PC019-233_8_4-8.S",100719,99742,96110,95292
"MAM.PC019-235_1_4-1.S",2,2,2,2
"MAM.PC019-235_2_4-2.S",0,0,0,0
"MAM.PC019-235_3_4-3.S",103,86,107,86
"MAM.PC019-235_4_4-4.S",32193,31769,30737,30397
"MAM.PC019-235_5_4-5.S",7,6,6,4
"MAM.PC019-235_6_4-6.S",14,13,7,6
"MAM.PC019-235_7_4-7.S",18,15,19,15
"MAM.PC019-235_8_4-8.S",69386,68244,80658,79299
"MAM.PC019-237_1_4-1.S",35272,34773,31147,30716
"MAM.PC019-237_2_4-2.S",13708,13547,12020,11900
"MAM.PC019-237_3_4-3.S",98,92,98,70
"MAM.PC019-237_4_4-4.S",22,21,17,10
"MAM.PC019-237_5_4-5.S",5,5,3,3
"MAM.PC019-237_6_4-6.S",0,0,0,0
"MAM.PC019-237_7_4-7.S",7,7,5,5
"MAM.PC019-237_8_4-8.S",42751,42163,60911,60151
"MAM.PC019-239_1_4-1.S",39889,39533,43433,42951
"MAM.PC019-239_2_4-2.S",4234,4172,4358,4288
"MAM.PC019-239_3_4-3.S",63,58,38,29
"MAM.PC019-239_4_4-4.S",63497,62388,69407,68346
"MAM.PC019-239_5_4-5.S",49787,48979,56617,55654
"MAM.PC019-239_6_4-6.S",2,2,0,0
"MAM.PC019-239_7_4-7.S",7834,7695,10080,9870
"MAM.PC019-239_8_4-8.S",55774,55347,53260,52806
"MAM.PC019-241_1_4-1.S",1025,1009,1080,1058
"MAM.PC019-241_2_4-2.S",39354,38745,47884,47116
"MAM.PC019-241_3_4-3.S",82296,81011,90505,89339
"MAM.PC019-241_4_4-4.S",54749,53910,56094,55286
"MAM.PC019-241_5_4-5.S",33,32,41,29
"MAM.PC019-241_6_4-6.S",39,35,39,27
"MAM.PC019-241_7_4-7.S",424,344,354,274
"MAM.PC019-241_8_4-8.S",39,35,30,23
"MAM.PC019-243_1_4-1.S",21563,21419,23074,22948
"MAM.PC019-243_2_4-2.S",124,114,95,74
"MAM.PC019-243_3_4-3.S",47,42,48,39
"MAM.PC019-243_4_4-4.S",55,48,71,57
"MAM.PC019-243_5_4-5.S",107079,106388,100517,99723
"MAM.PC019-243_6_4-6.S",165631,163636,180066,177943
"MAM.PC019-243_7_4-7.S",47148,46847,49926,49442
"MAM.PC019-243_8_4-8.S",2,2,0,0
"MAM.PC019-245_1_4-1.S",27845,27431,30995,30451
"MAM.PC019-245_2_4-2.S",15348,15199,15254,15102
"MAM.PC019-245_3_4-3.S",0,0,7,6
"MAM.PC019-245_4_4-4.S",0,0,0,0
"MAM.PC019-245_5_4-5.S",24,21,24,19
"MAM.PC019-245_6_4-6.S",49150,48358,52247,51511
"MAM.PC019-245_7_4-7.S",44324,43731,40406,39913
"MAM.PC019-245_8_4-8.S",1,1,0,0
"MAM.PC019-247_1_4-1.S",86,77,62,50
"MAM.PC019-247_2_4-2.S",1,1,4,3
"MAM.PC019-247_3_4-3.S",5,5,4,4
"MAM.PC019-247_4_4-4.S",95351,93226,99316,97198
"MAM.PC019-247_5_4-5.S",3340,3094,3345,2609
"MAM.PC019-247_6_4-6.S",48392,47547,63168,62068
"MAM.PC019-247_7_4-7.S",22,21,24,19
"MAM.PC019-247_8_4-8.S",0,0,0,0
"MAM.PC019-249_1_4-1.S",65533,64510,90845,89312
"MAM.PC019-249_2_4-2.S",113,98,102,78
"MAM.PC019-249_3_4-3.S",32460,31950,37091,36505
"MAM.PC019-249_4_4-4.S",4,3,3,3
"MAM.PC019-249_5_4-5.S",88723,87204,112241,110276
"MAM.PC019-249_6_4-6.S",9,7,3,2
"MAM.PC019-249_7_4-7.S",3,3,1,1
"MAM.PC019-249_8_4-8.S",2144,2109,2400,2361
"MAM.PC019-251_1_4-1.S",33717,33233,34115,33684
"MAM.PC019-251_2_4-2.S",8391,8256,7222,7111
"MAM.PC019-251_3_4-3.S",30449,29875,30989,30417
"MAM.PC019-251_4_4-4.S",58839,57751,59895,58982
"MAM.PC019-251_5_4-5.S",63717,62559,72037,70406
"MAM.PC019-251_6_4-6.S",31159,30768,32585,32118
"MAM.PC019-251_7_4-7.S",0,0,0,0
"MAM.PC019-251_8_4-8.S",1,0,0,0
"MAM.PC019-253_1_4-1.S",66708,66180,71788,71147
"MAM.PC019-253_2_4-2.S",12815,12709,12660,12524
"MAM.PC019-253_3_4-3.S",9,9,3,2
"MAM.PC019-253_4_4-4.S",62450,61165,69690,68311
"MAM.PC019-253_5_4-5.S",279,266,294,262
"MAM.PC019-253_6_4-6.S",0,0,0,0
"MAM.PC019-253_7_4-7.S",25068,24792,25469,25194
"MAM.PC019-253_8_4-8.S",1,1,1,1
"MAM.PC019-255_1_4-1.S",228,215,195,149
"MAM.PC019-255_2_4-2.S",501,490,511,502
"MAM.PC019-255_3_4-3.S",212,193,250,196
"MAM.PC019-255_4_4-4.S",70,62,74,54
"MAM.PC019-255_5_4-5.S",83833,83256,81132,80453
"MAM.PC019-255_6_4-6.S",37863,37272,41012,40437
"MAM.PC019-255_7_4-7.S",2320,2303,2431,2411
"MAM.PC019-255_8_4-8.S",36009,35666,36486,36184
"MAM.PC019-257_1_4-1.S",74329,73233,80636,79492
"MAM.PC019-257_2_4-2.S",1,1,0,0
"MAM.PC019-257_3_4-3.S",22,21,17,11
"MAM.PC019-257_4_4-4.S",0,0,0,0
"MAM.PC019-257_5_4-5.S",544,490,544,436
"MAM.PC019-257_6_4-6.S",805,735,744,578
"MAM.PC019-257_7_4-7.S",66237,65264,61631,60623
"MAM.PC019-257_8_4-8.S",45,38,46,39
"MAM.PC019-259_1_4-1.S",97,89,113,87
"MAM.PC019-259_2_4-2.S",22,21,23,18
"MAM.PC019-259_3_4-3.S",27433,27051,30198,29724
"MAM.PC019-259_4_4-4.S",37705,37280,30956,30619
"MAM.PC019-259_5_4-5.S",12,12,14,11
"MAM.PC019-259_6_4-6.S",83144,82316,83853,82949
"MAM.PC019-259_7_4-7.S",205,182,201,149
"MAM.PC019-259_8_4-8.S",200,182,239,202
"MAM.PC019-261_1_4-1.S",37,30,21,16
"MAM.PC019-261_2_4-2.S",11952,11738,13220,12977
"MAM.PC019-261_3_4-3.S",2,2,0,0
"MAM.PC019-261_4_4-4.S",0,0,0,0
"MAM.PC019-261_5_4-5.S",4,4,3,3
"MAM.PC019-261_6_4-6.S",136,120,146,109
"MAM.PC019-261_7_4-7.S",0,0,0,0
"MAM.PC019-261_8_4-8.S",10,8,5,4
"MAM.PC019-263_1_4-1.S",62,58,46,37
"MAM.PC019-263_2_4-2.S",1048,1027,1247,1205
"MAM.PC019-263_3_4-3.S",97,92,127,102
"MAM.PC019-263_4_4-4.S",1548,1503,1420,1392
"MAM.PC019-263_5_4-5.S",148420,145751,129442,127210
"MAM.PC019-263_6_4-6.S",6354,5665,6512,5507
"MAM.PC019-263_7_4-7.S",16854,16588,23906,23474
"MAM.PC019-263_8_4-8.S",61381,60852,63278,62692
"MAM.PC019-265_1_4-1.S",154535,152768,139940,138445
"MAM.PC019-265_2_4-2.S",18698,18435,21754,21508
"MAM.PC019-265_3_4-3.S",186150,184571,193655,191846
"MAM.PC019-265_4_4-4.S",25475,25209,25880,25634
"MAM.PC019-265_5_4-5.S",109225,108125,104297,103088
"MAM.PC019-265_6_4-6.S",140716,139113,145135,143769
"MAM.PC019-265_7_4-7.S",37538,37203,36969,36555
"MAM.PC019-265_8_4-8.S",90096,89258,93705,92762
"MAM.PC019-267_1_4-1.S",28,26,37,31
"MAM.PC019-267_2_4-2.S",12619,12339,11831,11551
"MAM.PC019-267_3_4-3.S",264,228,262,209
"MAM.PC019-267_4_4-4.S",25858,25376,32853,32337
"MAM.PC019-267_5_4-5.S",1502,1469,1451,1406
"MAM.PC019-267_6_4-6.S",139,116,137,111
"MAM.PC019-267_7_4-7.S",109,94,127,89
"MAM.PC019-267_8_4-8.S",99,97,92,86
"MAM.PC019-269_1_4-1.S",4708,4666,4875,4827
"MAM.PC019-269_2_4-2.S",1,0,0,0
"MAM.PC019-269_3_4-3.S",361,330,365,285
"MAM.PC019-269_4_4-4.S",0,0,0,0
"MAM.PC019-269_5_4-5.S",75644,74845,75767,74815
"MAM.PC019-269_6_4-6.S",5,5,6,4
"MAM.PC019-269_7_4-7.S",12061,11894,12835,12704
"MAM.PC019-269_8_4-8.S",15247,15053,17727,17500
"MAM.PC019-271_1_4-1.S",64988,64111,62185,61435
"MAM.PC019-271_2_4-2.S",56487,55887,60776,60235
"MAM.PC019-271_3_4-3.S",0,0,0,0
"MAM.PC019-271_4_4-4.S",12,10,13,10
"MAM.PC019-271_5_4-5.S",38871,38359,39407,38920
"MAM.PC019-271_6_4-6.S",299,249,268,203
"MAM.PC019-271_7_4-7.S",85460,84622,88121,87161
"MAM.PC019-271_8_4-8.S",83,76,90,70
"MAM.PC019-273_1_4-1.S",63417,62895,61357,60776
"MAM.PC019-273_2_4-2.S",279,257,243,186
"MAM.PC019-273_3_4-3.S",251,227,221,173
"MAM.PC019-273_4_4-4.S",9846,9685,11778,11584
"MAM.PC019-273_5_4-5.S",30979,30404,32135,31627
"MAM.PC019-273_6_4-6.S",1634,1477,1611,1224
"MAM.PC019-273_7_4-7.S",2690,2608,2735,2582
"MAM.PC019-273_8_4-8.S",1244,1148,1148,900
"MAM.PC019-275_1_4-1.S",22,18,18,15
"MAM.PC019-275_2_4-2.S",100180,98753,98126,96582
"MAM.PC019-275_3_4-3.S",24497,24186,25616,25374
"MAM.PC019-275_4_4-4.S",15234,14948,18581,18313
"MAM.PC019-275_5_4-5.S",25935,25660,24686,24383
"MAM.PC019-275_6_4-6.S",4940,4537,4995,3844
"MAM.PC019-275_7_4-7.S",2,0,3,1
"MAM.PC019-275_8_4-8.S",15955,15782,15644,15501
"MAM.PC019-440_1_4-1.S",1541,1328,1432,1129
"MAM.PC019-440_2_4-2.S",1559,1435,1521,1189
"MAM.PC019-440_3_4-3.S",1912,1754,1777,1397
"MAM.PC019-440_4_4-4.S",11,10,4,1
"MAM.PC019-440_5_4-5.S",27716,27198,29116,28687
"MAM.PC019-440_6_4-6.S",8,7,2,2
"MAM.PC019-440_7_4-7.S",942,789,858,612
"MAM.PC019-440_8_4-8.S",21,17,18,15
"MAM.PC019-441_1_4-1.S",2,2,3,3
"MAM.PC019-441_2_4-2.S",29121,28716,27694,27394
"MAM.PC019-441_3_4-3.S",14,12,23,16
"MAM.PC019-441_4_4-4.S",272,239,325,235
"MAM.PC019-441_5_4-5.S",18064,17858,21370,21040
"MAM.PC019-441_6_4-6.S",193,160,229,166
"MAM.PC019-441_7_4-7.S",29,28,34,27
"MAM.PC019-441_8_4-8.S",39688,39163,39662,38986
"MAM.PC019-442_1_4-1.S",63100,62505,59240,58775
"MAM.PC019-442_2_4-2.S",2,2,0,0
"MAM.PC019-442_3_4-3.S",7,7,8,6
"MAM.PC019-442_4_4-4.S",92,83,92,71
"MAM.PC019-442_5_4-5.S",6413,6308,7982,7819
"MAM.PC019-442_6_4-6.S",1,1,0,0
"MAM.PC019-442_7_4-7.S",1,1,0,0
"MAM.PC019-442_8_4-8.S",0,0,0,0
"MAM.PC019-443_1_5-1.S",0,0,0,0
"MAM.PC019-443_2_5-2.S",816,749,849,659
"MAM.PC019-443_3_5-3.S",19,19,17,10
"MAM.PC019-443_4_5-4.S",0,0,0,0
"MAM.PC019-443_5_5-5.S",87,80,93,76
"MAM.PC019-443_6_5-6.S",617,559,684,529
"MAM.PC019-443_7_5-7.S",175,149,228,176
"MAM.PC019-443_8_5-8.S",2645,2408,2650,2126
"MAM.PC019-444_1_5-1.S",381,353,389,298
"MAM.PC019-444_2_5-2.S",362,313,373,287
"MAM.PC019-444_3_5-3.S",250453,248141,264747,262109
"MAM.PC019-444_4_5-4.S",15092,14776,14909,14510
"MAM.PC019-444_5_5-5.S",0,0,0,0
"MAM.PC019-444_6_5-6.S",22,20,17,14
"MAM.PC019-444_7_5-7.S",2602,2347,2702,2049
"MAM.PC019-444_8_5-8.S",6251,5748,6151,5044
"MAM.PC019-445_1_5-1.S",2219,2024,2305,1754
"MAM.PC019-445_2_5-2.S",0,0,0,0
"MAM.PC019-445_3_5-3.S",85,80,73,59
"MAM.PC019-445_4_5-4.S",12001,11748,14201,13916
"MAM.PC019-445_5_5-5.S",0,0,0,0
"MAM.PC019-445_6_5-6.S",15964,15786,14589,14470
"MAM.PC019-445_7_5-7.S",204408,201951,213737,211443
"MAM.PC019-445_8_5-8.S",3,2,4,1
"MAM.PC019-446_1_5-1.S",352,317,334,253
"MAM.PC019-446_2_5-2.S",377455,373027,317670,313928
"MAM.PC019-446_3_5-3.S",1207,1147,1338,1168
"MAM.PC019-446_4_5-4.S",247385,244700,245808,242580
"MAM.PC019-446_5_5-5.S",7835,7031,7980,6144
"MAM.PC019-446_6_5-6.S",44275,43894,39027,38622
"MAM.PC019-446_7_5-7.S",333914,330128,306197,302508
"MAM.PC019-446_8_5-8.S",250185,244930,226566,222907
"MAM.PC019-447_1_5-1.S",101848,100816,99840,98903
"MAM.PC019-447_2_5-2.S",2,2,4,4
"MAM.PC019-447_3_5-3.S",169060,166631,165758,163809
"MAM.PC019-447_4_5-4.S",14,14,13,10
"MAM.PC019-447_5_5-5.S",3572,3188,3682,2719
"MAM.PC019-447_6_5-6.S",86389,85498,72732,72235
"MAM.PC019-447_7_5-7.S",0,0,2,1
"MAM.PC019-447_8_5-8.S",190720,188761,190168,188817
"MAM.PC019-448_1_5-1.S",11,11,15,13
"MAM.PC019-448_2_5-2.S",826,733,873,665
"MAM.PC019-448_3_5-3.S",306086,302893,316160,313144
"MAM.PC019-448_4_5-4.S",385475,381277,417485,411947
"MAM.PC019-448_5_5-5.S",995,912,1038,847
"MAM.PC019-448_6_5-6.S",355,336,357,288
"MAM.PC019-448_7_5-7.S",0,0,0,0
"MAM.PC019-448_8_5-8.S",112,101,120,95
"MAM.PC019-449_1_5-1.S",702,629,745,579
"MAM.PC019-449_2_5-2.S",234250,232133,212666,210561
"MAM.PC019-449_3_5-3.S",14755,14281,13752,12983
"MAM.PC019-449_4_5-4.S",77281,75639,88028,85969
"MAM.PC019-449_5_5-5.S",2827,2688,2933,2488
"MAM.PC019-449_6_5-6.S",120832,119807,111882,110870
"MAM.PC019-449_7_5-7.S",973,893,1076,902
"MAM.PC019-449_8_5-8.S",135678,134313,138485,137626
"MAM.PC019-450_1_5-1.S",10,9,5,5
"MAM.PC019-450_2_5-2.S",46922,46214,50242,49420
"MAM.PC019-450_3_5-3.S",98,92,107,86
"MAM.PC019-450_4_5-4.S",104914,103820,109640,108578
"MAM.PC019-450_5_5-5.S",37488,36764,39795,39145
"MAM.PC019-450_6_5-6.S",143862,142192,129813,128443
"MAM.PC019-450_7_5-7.S",1,1,3,3
"MAM.PC019-450_8_5-8.S",103,92,98,72
"MAM.PC019-451_1_5-1.S",238,209,223,185
"MAM.PC019-451_2_5-2.S",65,57,62,56
"MAM.PC019-451_3_5-3.S",3596,3158,3636,2746
"MAM.PC019-451_4_5-4.S",144,131,149,116
"MAM.PC019-451_5_5-5.S",62874,62327,66586,66123
"MAM.PC019-451_6_5-6.S",460,423,472,361
"MAM.PC019-451_7_5-7.S",62179,60864,63307,61653
"MAM.PC019-451_8_5-8.S",265991,261354,291327,287239
"MAM.PC019-452_1_5-1.S",455,402,449,353
"MAM.PC019-452_2_5-2.S",489,440,425,294
"MAM.PC019-452_3_5-3.S",4213,4134,4309,4234
"MAM.PC019-452_4_5-4.S",79,68,85,65
"MAM.PC019-452_5_5-5.S",15,12,17,12
"MAM.PC019-452_6_5-6.S",123932,122058,114287,112889
"MAM.PC019-452_7_5-7.S",125485,123260,149239,146447
"MAM.PC019-452_8_5-8.S",202905,199864,194100,191821
"MAM.PC019-453_1_5-1.S",639248,630006,651900,642126
"MAM.PC019-453_2_5-2.S",173,144,172,137
"MAM.PC019-453_3_5-3.S",588,500,522,396
"MAM.PC019-453_4_5-4.S",600,553,613,466
"MAM.PC019-453_5_5-5.S",283673,279254,290044,284815
"MAM.PC019-453_6_5-6.S",6899,6120,6887,5157
"MAM.PC019-453_7_5-7.S",37,36,28,24
"MAM.PC019-453_8_5-8.S",11,7,15,12
"MAM.PC019-454_1_5-1.S",499,438,523,392
"MAM.PC019-454_2_5-2.S",16,14,5,4
"MAM.PC019-454_3_5-3.S",199337,195566,213556,209477
"MAM.PC019-454_4_5-4.S",5768,4707,5559,4061
"MAM.PC019-454_5_5-5.S",32,25,40,25
"MAM.PC019-454_6_5-6.S",92,89,87,83
"MAM.PC019-454_7_5-7.S",82,70,76,57
"MAM.PC019-454_8_5-8.S",263799,260633,254297,251814
"MAM.PC019-455_1_5-1.S",1167,1062,1119,862
"MAM.PC019-455_2_5-2.S",17,15,16,13
"MAM.PC019-455_3_5-3.S",132387,130873,133600,132451
"MAM.PC019-455_4_5-4.S",490,444,502,395
"MAM.PC019-455_5_5-5.S",362,330,366,293
"MAM.PC019-455_6_5-6.S",27,26,21,19
"MAM.PC019-455_7_5-7.S",62,55,93,65
"MAM.PC019-455_8_5-8.S",0,0,0,0
"MAM.PC019-456_1_5-1.S",180,165,166,140
"MAM.PC019-456_2_5-2.S",192464,189561,185010,182127
"MAM.PC019-456_3_5-3.S",734,660,740,548
"MAM.PC019-456_4_5-4.S",8263,7936,8416,7757
"MAM.PC019-456_5_5-5.S",319,280,379,300
"MAM.PC019-456_6_5-6.S",26,22,23,21
"MAM.PC019-456_7_5-7.S",132,125,171,134
"MAM.PC019-456_8_5-8.S",897,790,814,630
"MAM.PC019-457_1_5-1.S",50,42,58,45
"MAM.PC019-457_2_5-2.S",75015,74467,77512,76834
"MAM.PC019-457_3_5-3.S",9,8,12,12
"MAM.PC019-457_4_5-4.S",356449,353335,362046,358581
"MAM.PC019-457_5_5-5.S",88509,87553,97832,97083
"MAM.PC019-457_6_5-6.S",131483,129823,129195,127434
"MAM.PC019-457_7_5-7.S",83781,82978,65493,64664
"MAM.PC019-457_8_5-8.S",24,22,14,12
"MAM.PC019-458_1_5-1.S",83668,83020,86215,85668
"MAM.PC019-458_2_5-2.S",47070,46695,45487,45127
"MAM.PC019-458_3_5-3.S",103020,101036,107460,105646
"MAM.PC019-458_4_5-4.S",191374,188439,214787,211164
"MAM.PC019-458_5_5-5.S",229,208,218,174
"MAM.PC019-458_6_5-6.S",723,665,759,592
"MAM.PC019-458_7_5-7.S",139676,138593,128746,127371
"MAM.PC019-458_8_5-8.S",2376,2323,2398,2316
"MAM.PC019-459_1_5-1.S",137,120,123,92
"MAM.PC019-459_2_5-2.S",1326,1310,1254,1242
"MAM.PC019-459_3_5-3.S",27,25,38,23
"MAM.PC019-459_4_5-4.S",1400,1192,1531,1230
"MAM.PC019-459_5_5-5.S",30808,30149,35449,34390
"MAM.PC019-459_6_5-6.S",5,4,13,6
"MAM.PC019-459_7_5-7.S",398,355,401,329
"MAM.PC019-459_8_5-8.S",58246,57165,72103,70920
"MAM.PC019-460_1_5-1.S",253,225,249,196
"MAM.PC019-460_2_5-2.S",57,48,73,53
"MAM.PC019-460_3_5-3.S",257,231,193,138
"MAM.PC019-460_4_5-4.S",742,617,729,544
"MAM.PC019-460_5_5-5.S",983,884,1052,842
"MAM.PC019-460_6_5-6.S",43,39,43,32
"MAM.PC019-460_7_5-7.S",164,147,164,124
"MAM.PC019-460_8_5-8.S",54,48,46,34
"MAM.PC019-B6_1_5-1.S",54,46,60,48
"MAM.PC019-B6_2_5-2.S",68,61,66,40
"MAM.PC019-B6_3_5-3.S",3,2,10,6
"MAM.PC019-B6_4_5-4.S",8391,7294,8132,6171
"MAM.PC019-B6_5_5-5.S",12153,9870,12025,8804
"MAM.PC019-B6_6_5-6.S",756,676,769,570
"MAM.PC019-B6_7_5-7.S",19,17,16,10
"MAM.PC019-B6_8_5-8.S",122,105,141,111
"MAM.PC022_39_1_B-1.S",93835,92601,99202,97883
"MAM.PC022_39_2_B-2.S",105682,103907,116455,114541
"MAM.PC022_39_3_B-3.S",0,0,1,1
"MAM.PC022_39_4_B-4.S",23988,23518,29619,29061
"MAM.PC022_39_5_B-5.S",9,7,7,5
"MAM.PC022_39_6_B-6.S",164020,160974,186739,183248
"MAM.PC022_39_7_B-7.S",5719,5615,6339,6244
"MAM.PC022_39_8_B-8.S",1,1,0,0
"MAM.PC022_40_1_B-1.S",0,0,0,0
"MAM.PC022_40_2_B-2.S",0,0,1,1
"MAM.PC022_40_3_B-3.S",2,2,0,0
"MAM.PC022_40_4_B-4.S",0,0,0,0
"MAM.PC022_40_5_B-5.S",0,0,0,0
"MAM.PC022_40_6_B-6.S",3,3,0,0
"MAM.PC022_40_7_B-7.S",0,0,1,1
"MAM.PC022_40_8_B-8.S",6,6,6,6
"MAM.PC022_41_1_B-1.S",15,13,14,12
"MAM.PC022_41_2_B-2.S",170665,167745,178031,174856
"MAM.PC022_41_3_B-3.S",61,59,45,37
"MAM.PC022_41_4_B-4.S",88,81,82,61
"MAM.PC022_41_5_B-5.S",205,183,160,123
"MAM.PC022_41_6_B-6.S",0,0,0,0
"MAM.PC022_41_7_B-7.S",0,0,4,2
"MAM.PC022_41_8_B-8.S",112,95,111,87
"MAM.PC022_42_1_B-1.S",2,2,4,4
"MAM.PC022_42_2_B-2.S",76943,75859,64847,64104
"MAM.PC022_42_3_B-3.S",124,109,186,141
"MAM.PC022_42_4_B-4.S",14,11,11,8
"MAM.PC022_42_5_B-5.S",20,18,21,18
"MAM.PC022_42_6_B-6.S",3,0,2,1
"MAM.PC022_42_7_B-7.S",4,4,1,1
"MAM.PC022_42_8_B-8.S",404,367,354,299
"MAM.PC022_43_1_B-1.S",90729,89783,81524,80815
"MAM.PC022_43_2_B-2.S",109778,108130,93549,91981
"MAM.PC022_43_3_B-3.S",35555,34968,38893,38223
"MAM.PC022_43_4_B-4.S",30,27,17,13
"MAM.PC022_43_5_B-5.S",64514,63510,79421,77956
"MAM.PC022_43_6_B-6.S",0,0,0,0
"MAM.PC022_43_7_B-7.S",10718,10485,12683,12410
"MAM.PC022_43_8_B-8.S",55767,54765,63233,62044
"MAM.PC022_44_1_B-1.S",1,1,1,1
"MAM.PC022_44_2_B-2.S",0,0,0,0
"MAM.PC022_44_3_B-3.S",17,13,18,17
"MAM.PC022_44_4_B-4.S",2,2,4,4
"MAM.PC022_44_5_B-5.S",0,0,0,0
"MAM.PC022_44_6_B-6.S",0,0,0,0
"MAM.PC022_44_7_B-7.S",143344,141266,150485,147950
"MAM.PC022_44_8_B-8.S",5,4,11,9
"MAM.PC022_45_1_B-1.S",31,27,30,26
"MAM.PC022_45_2_B-2.S",50789,50306,44121,43622
"MAM.PC022_45_3_B-3.S",181506,178286,166546,163316
"MAM.PC022_45_4_B-4.S",33,31,37,27
"MAM.PC022_45_5_B-5.S",33591,33348,32155,31887
"MAM.PC022_45_6_B-6.S",17,13,32,23
"MAM.PC022_45_7_B-7.S",81244,79717,78037,76456
"MAM.PC022_45_8_B-8.S",114331,113191,116368,115227
"MAM.PC022_46_1_B-1.S",30800,30147,32512,31848
"MAM.PC022_46_2_B-2.S",0,0,0,0
"MAM.PC022_46_3_B-3.S",37,33,24,18
"MAM.PC022_46_4_B-4.S",26,21,27,18
"MAM.PC022_46_5_B-5.S",0,0,0,0
"MAM.PC022_46_6_B-6.S",0,0,0,0
"MAM.PC022_46_7_B-7.S",41,39,36,25
"MAM.PC022_46_8_B-8.S",2,1,5,3
"MAM.PC022_47_1_B-1.S",621,549,539,414
"MAM.PC022_47_2_B-2.S",35,31,37,24
"MAM.PC022_47_3_B-3.S",1,1,2,2
"MAM.PC022_47_4_B-4.S",35214,34798,37705,37217
