"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"MAM.IS-GC1-140-5-3.5.S",1,1,1,1
"MAM.IS-GC1-140-6-3.6.S",0,0,3,2
"MAM.IS-GC1-140-7-3.7.S",2,1,1,1
"MAM.IS-GC1-140-8-3.8.S",2,2,0,0
"MAM.IS-GC1-144-1-1.1.S",0,0,0,0
"MAM.IS-GC1-144-2-1.2.S",2,2,0,0
"MAM.IS-GC1-144-3-1.3.S",1,1,0,0
"MAM.IS-GC1-144-4-1.4.S",38,35,42,37
"MAM.IS-GC1-144-5-1.5.S",68,59,64,58
"MAM.IS-GC1-144-6-1.6.S",1,1,4,4
"MAM.IS-GC1-144-7-1.7.S",2,2,0,0
"MAM.IS-GC1-144-8-1.8.S",1,1,2,2
"MAM.IS-GC1-148-1-3.1.S",32,29,43,40
"MAM.IS-GC1-148-2-3.2.S",31448,31015,28616,28284
"MAM.IS-GC1-148-3-3.3.S",2,2,1,1
"MAM.IS-GC1-148-4-3.4.S",1,1,0,0
"MAM.IS-GC1-148-5-3.5.S",0,0,1,1
"MAM.IS-GC1-148-6-3.6.S",2,2,0,0
"MAM.IS-GC1-148-7-3.7.S",2,1,0,0
"MAM.IS-GC1-148-8-3.8.S",2,2,1,1
"MAM.IS-GC1-152-1-1.1.S",0,0,1,1
"MAM.IS-GC1-152-2-1.2.S",84741,84030,85935,85149
"MAM.IS-GC1-152-3-1.3.S",2,2,2,2
"MAM.IS-GC1-152-4-1.4.S",324630,320060,288683,283997
"MAM.IS-GC1-152-5-1.5.S",1203,1190,1282,1262
"MAM.IS-GC1-152-6-1.6.S",0,0,3,3
"MAM.IS-GC1-152-7-1.7.S",4,3,1,1
"MAM.IS-GC1-152-8-1.8.S",97023,95173,106144,103997
"MAM.IS-GC1-156-1-3.1.S",37541,36956,42436,41839
"MAM.IS-GC1-156-2-3.2.S",62517,61841,63956,63315
"MAM.IS-GC1-156-3-3.3.S",34017,33657,30230,29767
"MAM.IS-GC1-156-4-3.4.S",43135,42603,44959,44452
"MAM.IS-GC1-156-5-3.5.S",66702,65568,74466,73024
"MAM.IS-GC1-156-6-3.6.S",119668,118708,114122,113112
"MAM.IS-GC1-156-7-3.7.S",13241,13073,12825,12664
"MAM.IS-GC1-156-8-3.8.S",43,40,28,24
"MAM.IS-GC1-160-1-1.1.S",6,6,6,6
"MAM.IS-GC1-160-2-1.2.S",1,1,0,0
"MAM.IS-GC1-160-3-1.3.S",89607,88462,74390,73471
"MAM.IS-GC1-160-4-1.4.S",11,11,15,15
"MAM.IS-GC1-160-5-1.5.S",45,44,69,65
"MAM.IS-GC1-160-6-1.6.S",0,0,0,0
"MAM.IS-GC1-160-7-1.7.S",0,0,0,0
"MAM.IS-GC1-160-8-1.8.S",2,1,0,0
"MAM.IS-GC1-164-1-3.1.S",71,66,89,86
"MAM.IS-GC1-164-2-3.2.S",5149,4999,5411,5290
"MAM.IS-GC1-164-3-3.3.S",0,0,2,2
"MAM.IS-GC1-164-4-3.4.S",0,0,1,1
"MAM.IS-GC1-164-5-3.5.S",24694,24327,24659,24303
"MAM.IS-GC1-164-6-3.6.S",0,0,6,6
"MAM.IS-GC1-164-7-3.7.S",41166,40439,38502,37799
"MAM.IS-GC1-164-8-3.8.S",0,0,2,2
"MAM.IS-GC1-168-1-1.1.S",89774,87196,100155,97002
"MAM.IS-GC1-168-2-1.2.S",1,1,1,1
"MAM.IS-GC1-168-3-1.3.S",8330,8149,8123,7964
"MAM.IS-GC1-168-4-1.4.S",13,13,11,10
"MAM.IS-GC1-168-5-1.5.S",73383,72275,73728,72740
"MAM.IS-GC1-168-6-1.6.S",23162,22609,24549,23923
"MAM.IS-GC1-168-7-1.7.S",0,0,2,2
"MAM.IS-GC1-168-8-1.8.S",0,0,1,1
"MAM.IS-GC1-172-1-3.1.S",22,22,25,25
"MAM.IS-GC1-172-2-3.2.S",23787,23502,24005,23768
"MAM.IS-GC1-172-3-3.3.S",0,0,2,2
"MAM.IS-GC1-172-4-3.4.S",11835,11642,10160,10000
"MAM.IS-GC1-172-5-3.5.S",29331,29002,26142,25768
"MAM.IS-GC1-172-6-3.6.S",119506,117699,135020,132787
"MAM.IS-GC1-172-7-3.7.S",29914,29309,31720,31189
"MAM.IS-GC1-172-8-3.8.S",22480,22183,24413,24060
"MAM.IS-GC1-176-1-1.1.S",88560,87585,95914,94797
"MAM.IS-GC1-176-2-1.2.S",0,0,0,0
"MAM.IS-GC1-176-3-1.3.S",0,0,0,0
"MAM.IS-GC1-176-4-1.4.S",40,39,46,43
"MAM.IS-GC1-176-5-1.5.S",0,0,0,0
"MAM.IS-GC1-176-6-1.6.S",123,122,117,117
"MAM.IS-GC1-176-7-1.7.S",0,0,2,2
"MAM.IS-GC1-176-8-1.8.S",151267,149198,149315,147277
"MAM.IS-GC1-180-1-3.1.S",3,3,1,1
"MAM.IS-GC1-180-2-3.2.S",1,0,2,2
"MAM.IS-GC1-180-3-3.3.S",0,0,0,0
"MAM.IS-GC1-180-4-3.4.S",14648,14282,17229,16798
"MAM.IS-GC1-180-5-3.5.S",34200,33678,33893,33269
"MAM.IS-GC1-180-6-3.6.S",3,3,5,5
"MAM.IS-GC1-180-7-3.7.S",2463,2404,2767,2697
"MAM.IS-GC1-180-8-3.8.S",22933,22629,21127,20788
"MAM.IS-GC6-000-1-1.1.S",283072,277922,317806,312027
"MAM.IS-GC6-000-2-1.2.S",162868,161162,150601,149003
"MAM.IS-GC6-000-3-1.3.S",155101,152875,131160,129240
"MAM.IS-GC6-000-4-1.4.S",818,810,767,756
"MAM.IS-GC6-000-5-1.5.S",331623,326415,302747,298052
"MAM.IS-GC6-000-6-1.6.S",135435,133829,122421,120781
"MAM.IS-GC6-000-7-1.7.S",323732,317981,360517,353469
"MAM.IS-GC6-000-8-1.8.S",1,1,1,1
"MAM.IS-GC6-004-1-2.1.S",0,0,1,1
"MAM.IS-GC6-004-2-2.2.S",100623,99576,101251,100282
"MAM.IS-GC6-004-3-2.3.S",0,0,1,1
"MAM.IS-GC6-004-4-2.4.S",4,3,3,2
"MAM.IS-GC6-004-5-2.5.S",26481,25929,31491,30896
"MAM.IS-GC6-004-6-2.6.S",73686,72096,75390,73306
"MAM.IS-GC6-004-7-2.7.S",2,2,1,1
"MAM.IS-GC6-004-8-2.8.S",2,2,1,0
"MAM.IS-GC6-008-1-1.1.S",13209,12701,15963,15382
"MAM.IS-GC6-008-2-1.2.S",122599,120558,138116,135764
"MAM.IS-GC6-008-3-1.3.S",131497,129358,127419,125293
"MAM.IS-GC6-008-4-1.4.S",2,2,5,5
"MAM.IS-GC6-008-5-1.5.S",227,224,256,249
"MAM.IS-GC6-008-6-1.6.S",6,6,5,5
"MAM.IS-GC6-008-7-1.7.S",1,0,4,3
"MAM.IS-GC6-008-8-1.8.S",0,0,1,1
"MAM.IS-GC6-012-1-2.1.S",59032,57932,61117,59796
"MAM.IS-GC6-012-2-2.2.S",37246,36632,32143,31640
"MAM.IS-GC6-012-3-2.3.S",47172,46461,44988,44198
"MAM.IS-GC6-012-4-2.4.S",0,0,2,2
"MAM.IS-GC6-012-5-2.5.S",7,6,14,10
"MAM.IS-GC6-012-6-2.6.S",2,2,6,6
"MAM.IS-GC6-012-7-2.7.S",0,0,1,1
"MAM.IS-GC6-012-8-2.8.S",3111,3053,2354,2314
"MAM.IS-GC6-016-1-1.1.S",60212,58380,68321,65810
"MAM.IS-GC6-016-2-1.2.S",12,12,12,12
"MAM.IS-GC6-016-3-1.3.S",81,78,51,50
"MAM.IS-GC6-016-4-1.4.S",148380,146423,144501,142308
"MAM.IS-GC6-016-5-1.5.S",11,10,23,22
"MAM.IS-GC6-016-6-1.6.S",4,3,3,3
"MAM.IS-GC6-016-7-1.7.S",0,0,0,0
"MAM.IS-GC6-016-8-1.8.S",0,0,0,0
"MAM.IS-GC6-020-1-2.1.S",0,0,4,4
"MAM.IS-GC6-020-2-2.2.S",85,84,107,106
"MAM.IS-GC6-020-3-2.3.S",65603,64605,59536,58541
"MAM.IS-GC6-020-4-2.4.S",54449,53252,70273,68747
"MAM.IS-GC6-020-5-2.5.S",47803,46876,48435,47585
"MAM.IS-GC6-020-6-2.6.S",1,1,3,3
"MAM.IS-GC6-020-7-2.7.S",25377,25029,25839,25526
"MAM.IS-GC6-020-8-2.8.S",40367,38922,37518,36443
"MAM.IS-GC6-024-1-1.1.S",94470,93080,108712,107040
"MAM.IS-GC6-024-2-1.2.S",82,79,76,73
"MAM.IS-GC6-024-3-1.3.S",5034,4919,4680,4599
"MAM.IS-GC6-024-4-1.4.S",180893,177815,172426,169417
"MAM.IS-GC6-024-5-1.5.S",101070,98319,103681,100516
"MAM.IS-GC6-024-6-1.6.S",152805,151107,144092,142358
"MAM.IS-GC6-024-7-1.7.S",64318,63365,64363,63424
"MAM.IS-GC6-024-8-1.8.S",0,0,0,0
"MAM.IS-GC6-028-1-2.1.S",87806,86637,87514,86368
"MAM.IS-GC6-028-2-2.2.S",0,0,1,1
"MAM.IS-GC6-028-3-2.3.S",2,1,1,1
"MAM.IS-GC6-028-4-2.4.S",46499,45181,54454,52715
"MAM.IS-GC6-028-5-2.5.S",3,3,2,1
"MAM.IS-GC6-028-6-2.6.S",2,2,5,5
"MAM.IS-GC6-028-7-2.7.S",14687,14495,14562,14392
"MAM.IS-GC6-028-8-2.8.S",62444,61434,54114,53248
"MAM.IS-GC6-032-1-1.1.S",76906,76005,88339,87229
"MAM.IS-GC6-032-2-1.2.S",47087,46456,48446,47872
"MAM.IS-GC6-032-3-1.3.S",37322,36822,40471,39980
"MAM.IS-GC6-032-4-1.4.S",47179,46662,48384,47831
"MAM.IS-GC6-032-5-1.5.S",40234,39827,39132,38756
"MAM.IS-GC6-032-6-1.6.S",129444,127521,135120,133170
"MAM.IS-GC6-032-7-1.7.S",164470,162552,157102,155024
"MAM.IS-GC6-032-8-1.8.S",163765,159603,158970,155269
"MAM.IS-GC6-036-1-2.1.S",1008,985,1090,1064
"MAM.IS-GC6-036-2-2.2.S",47615,46930,50075,49346
"MAM.IS-GC6-036-3-2.3.S",19,18,11,11
"MAM.IS-GC6-036-4-2.4.S",33277,32893,32851,32443
"MAM.IS-GC6-036-5-2.5.S",77322,76213,84293,83209
"MAM.IS-GC6-036-6-2.6.S",55051,54320,54940,54194
"MAM.IS-GC6-036-7-2.7.S",0,0,1,1
"MAM.IS-GC6-036-8-2.8.S",40599,40154,31759,31411
"MAM.IS-GC6-040-1-1.1.S",90690,88617,103768,100884
"MAM.IS-GC6-040-2-1.2.S",70209,69627,68899,68326
"MAM.IS-GC6-040-3-1.3.S",19090,18906,19262,19063
"MAM.IS-GC6-040-4-1.4.S",8,8,9,9
"MAM.IS-GC6-040-5-1.5.S",3,2,0,0
"MAM.IS-GC6-040-6-1.6.S",5,5,5,5
"MAM.IS-GC6-040-7-1.7.S",2,2,0,0
"MAM.IS-GC6-040-8-1.8.S",0,0,0,0
"MAM.IS-GC6-044-1-2.1.S",0,0,2,1
"MAM.IS-GC6-044-2-2.2.S",29685,29149,29061,28543
"MAM.IS-GC6-044-3-2.3.S",1,1,1,1
"MAM.IS-GC6-044-4-2.4.S",2,2,0,0
"MAM.IS-GC6-044-5-2.5.S",1,1,5,4
"MAM.IS-GC6-044-6-2.6.S",1383,1374,1437,1424
"MAM.IS-GC6-044-7-2.7.S",65632,64133,76177,74393
"MAM.IS-GC6-044-8-2.8.S",45643,44960,39552,38974
"MAM.IS-GC6-048-1-1.1.S",28705,27972,33100,32156
"MAM.IS-GC6-048-2-1.2.S",95648,94517,101508,100334
"MAM.IS-GC6-048-3-1.3.S",2,2,0,0
"MAM.IS-GC6-048-4-1.4.S",6,6,13,12
"MAM.IS-GC6-048-5-1.5.S",69795,68355,58120,56949
"MAM.IS-GC6-048-6-1.6.S",80478,78675,89103,87045
"MAM.IS-GC6-048-7-1.7.S",38997,37955,43710,42330
"MAM.IS-GC6-048-8-1.8.S",0,0,0,0
"MAM.IS-GC6-052-1-2.1.S",130250,128529,130954,129029
"MAM.IS-GC6-052-2-2.2.S",42192,41471,40383,39552
"MAM.IS-GC6-052-3-2.3.S",59921,59049,59103,58279
"MAM.IS-GC6-052-4-2.4.S",40450,39816,38134,37502
"MAM.IS-GC6-052-5-2.5.S",78029,77105,75269,74318
"MAM.IS-GC6-052-6-2.6.S",122229,120411,113387,111494
"MAM.IS-GC6-052-7-2.7.S",0,0,0,0
"MAM.IS-GC6-052-8-2.8.S",52998,52397,45457,44944
"MAM.IS-GC6-056-1-1.1.S",4,2,4,0
"MAM.IS-GC6-056-2-1.2.S",2,2,1,1
"MAM.IS-GC6-056-3-1.3.S",22,22,16,14
"MAM.IS-GC6-056-4-1.4.S",131779,129643,133365,131256
"MAM.IS-GC6-056-5-1.5.S",0,0,1,1
"MAM.IS-GC6-056-6-1.6.S",0,0,1,1
"MAM.IS-GC6-056-7-1.7.S",228369,224768,223758,220163
"MAM.IS-GC6-056-8-1.8.S",12,12,30,25
"MAM.IS-GC6-060-1-2.1.S",1359,1326,1189,1164
"MAM.IS-GC6-060-2-2.2.S",7,5,3,0
"MAM.IS-GC6-060-3-2.3.S",49528,48625,47538,46592
"MAM.IS-GC6-060-4-2.4.S",46,46,38,36
"MAM.IS-GC6-060-5-2.5.S",157821,155065,166008,163034
"MAM.IS-GC6-060-6-2.6.S",99661,97678,102181,100149
"MAM.IS-GC6-060-7-2.7.S",2,2,3,3
"MAM.IS-GC6-060-8-2.8.S",51998,51017,56263,55230
"MAM.IS-GC6-064-1-2.1.S",52723,52076,55276,54618
"MAM.IS-GC6-064-2-2.2.S",118914,117277,127326,125548
"MAM.IS-GC6-064-3-2.3.S",38929,38366,38813,38313
"MAM.IS-GC6-064-4-2.4.S",32031,31543,34114,33621
"MAM.IS-GC6-064-5-2.5.S",15297,15085,15842,15616
"MAM.IS-GC6-064-6-2.6.S",12,11,14,13
"MAM.IS-GC6-064-7-2.7.S",57511,56630,67235,66269
"MAM.IS-GC6-064-8-2.8.S",102039,100666,87358,86109
"MAM.IS-GC6-068-1-2.1.S",115112,113079,110194,108299
"MAM.IS-GC6-068-2-2.2.S",156904,153391,182272,177772
"MAM.IS-GC6-068-3-2.3.S",69463,68821,62211,61643
"MAM.IS-GC6-068-4-2.4.S",14117,13848,13214,12933
"MAM.IS-GC6-068-5-2.5.S",79207,78058,78121,76699
"MAM.IS-GC6-068-6-2.6.S",112844,111370,109393,108086
"MAM.IS-GC6-068-7-2.7.S",48,46,40,35
"MAM.IS-GC6-068-8-2.8.S",915,893,770,751
"MAM.IS-GC6-072-1-2.1.S",0,0,1,1
"MAM.IS-GC6-072-2-2.2.S",135294,133230,137703,135338
"MAM.IS-GC6-072-3-2.3.S",2,2,1,1
"MAM.IS-GC6-072-4-2.4.S",136,131,126,124
"MAM.IS-GC6-072-5-2.5.S",2,2,3,2
"MAM.IS-GC6-072-6-2.6.S",53486,52782,52910,52255
"MAM.IS-GC6-072-7-2.7.S",3,3,5,5
"MAM.IS-GC6-072-8-2.8.S",458,453,471,458
"MAM.IS-GC6-076-1-2.1.S",144861,141855,169330,165103
"MAM.IS-GC6-076-2-2.2.S",0,0,1,1
"MAM.IS-GC6-076-3-2.3.S",5,5,5,5
"MAM.IS-GC6-076-4-2.4.S",0,0,1,1
"MAM.IS-GC6-076-5-2.5.S",97998,96389,102967,101431
"MAM.IS-GC6-076-6-2.6.S",7,7,7,7
"MAM.IS-GC6-076-7-2.7.S",12881,12664,13208,12941
"MAM.IS-GC6-076-8-2.8.S",2,2,1,1
"MAM.IS-GC6-080-1-2.1.S",1,1,1,0
"MAM.IS-GC6-080-2-2.2.S",0,0,2,2
"MAM.IS-GC6-080-3-2.3.S",2,2,1,1
"MAM.IS-GC6-080-4-2.4.S",13315,12983,11472,11163
"MAM.IS-GC6-080-5-2.5.S",0,0,1,0
"MAM.IS-GC6-080-6-2.6.S",27775,27239,27795,27213
"MAM.IS-GC6-080-7-2.7.S",62198,61135,61734,60744
"MAM.IS-GC6-080-8-2.8.S",103,89,126,117
"MAM.IS-GC6-084-1-2.1.S",75439,74639,77225,76445
"MAM.IS-GC6-084-2-2.2.S",108609,107398,112812,111472
"MAM.IS-GC6-084-3-2.3.S",40865,40461,39994,39540
"MAM.IS-GC6-084-4-2.4.S",58580,57855,61190,60444
"MAM.IS-GC6-084-5-2.5.S",101029,99101,103167,100973
"MAM.IS-GC6-084-6-2.6.S",42288,41645,42759,42145
"MAM.IS-GC6-084-7-2.7.S",10361,10147,9454,9234
"MAM.IS-GC6-084-8-2.8.S",43804,43165,41033,40470
"MAM.IS-GC6-088-1-2.1.S",18514,18200,19118,18780
"MAM.IS-GC6-088-2-2.2.S",22,22,16,16
"MAM.IS-GC6-088-3-2.3.S",76323,75122,67264,66189
"MAM.IS-GC6-088-4-2.4.S",61876,60419,81299,79157
"MAM.IS-GC6-088-5-2.5.S",59352,58197,59435,58389
"MAM.IS-GC6-088-6-2.6.S",50121,49162,52040,51092
"MAM.IS-GC6-088-7-2.7.S",4,3,5,5
"MAM.IS-GC6-088-8-2.8.S",100169,97899,109879,107224
"MAM.IS-GC6-092-1-2.1.S",0,0,0,0
"MAM.IS-GC6-092-2-2.2.S",173862,171161,175093,172384
"MAM.IS-GC6-092-3-2.3.S",33859,33475,28104,27835
"MAM.IS-GC6-092-4-2.4.S",37159,36674,35898,35443
"MAM.IS-GC6-092-5-2.5.S",74292,73393,76654,75623
"MAM.IS-GC6-092-6-2.6.S",66794,65805,68813,67853
"MAM.IS-GC6-092-7-2.7.S",41761,41228,37452,36982
"MAM.IS-GC6-092-8-2.8.S",7,6,6,6
"MAM.IS-GC6-096-1-2.1.S",74296,73031,77251,75800
"MAM.IS-GC6-096-2-2.2.S",201085,197811,205595,202514
"MAM.IS-GC6-096-3-2.3.S",117909,115739,105506,103411
"MAM.IS-GC6-096-4-2.4.S",47282,46499,47723,46826
"MAM.IS-GC6-096-5-2.5.S",78638,77813,76627,75794
"MAM.IS-GC6-096-6-2.6.S",52372,51388,53460,52500
"MAM.IS-GC6-096-7-2.7.S",28054,27630,31295,30857
"MAM.IS-GC6-096-8-2.8.S",92755,91378,96688,95096
"MAM.IS-GC6-100-1-2.1.S",35528,34873,37217,36468
"MAM.IS-GC6-100-2-2.2.S",64587,63614,66969,65832
"MAM.IS-GC6-100-3-2.3.S",8824,8648,7602,7453
"MAM.IS-GC6-100-4-2.4.S",11346,11088,12361,12073
"MAM.IS-GC6-100-5-2.5.S",52254,51007,53544,52084
"MAM.IS-GC6-100-6-2.6.S",79507,77734,83909,81980
"MAM.IS-GC6-100-7-2.7.S",27793,27242,32288,31627
"MAM.IS-GC6-100-8-2.8.S",79552,78347,81435,79936
"MAM.IS-GC6-104-1-2.1.S",895,861,801,776
"MAM.IS-GC6-104-2-2.2.S",1901,1849,2092,2027
"MAM.IS-GC6-104-3-2.3.S",2174,2157,2300,2270
"MAM.IS-GC6-104-4-2.4.S",1465,1427,1494,1452
"MAM.IS-GC6-104-5-2.5.S",9,9,13,13
"MAM.IS-GC6-104-6-2.6.S",45524,44314,50801,49349
"MAM.IS-GC6-104-7-2.7.S",66621,65609,61019,59969
"MAM.IS-GC6-104-8-2.8.S",0,0,1,1
"MAM.IS-GC6-108-1-2.1.S",1,0,2,2
"MAM.IS-GC6-108-2-2.2.S",5,3,6,6
"MAM.IS-GC6-108-3-2.3.S",13487,13280,10819,10623
"MAM.IS-GC6-108-4-2.4.S",1,1,0,0
"MAM.IS-GC6-108-5-2.5.S",4,4,2,1
"MAM.IS-GC6-108-6-2.6.S",37408,36513,33734,32951
"MAM.IS-GC6-108-7-2.7.S",2,1,0,0
"MAM.IS-GC6-108-8-2.8.S",3,3,2,2
"MAM.IS-GC6-112-1-2.1.S",1,1,0,0
"MAM.IS-GC6-112-2-2.2.S",93453,92184,95960,94561
"MAM.IS-GC6-112-3-2.3.S",41208,40335,34776,33780
"MAM.IS-GC6-112-4-2.4.S",62149,61127,53653,52688
"MAM.IS-GC6-112-5-2.5.S",24321,24039,23756,23497
"MAM.IS-GC6-112-6-2.6.S",13923,13768,13360,13228
"MAM.IS-GC6-112-7-2.7.S",0,0,1,1
"MAM.IS-GC6-112-8-2.8.S",67268,66432,55447,54817
"MAM.IS-GC6-116-1-2.1.S",0,0,1,0
"MAM.IS-GC6-116-2-2.2.S",110547,108546,106113,104091
"MAM.IS-GC6-116-3-2.3.S",55610,54989,52690,52034
"MAM.IS-GC6-116-4-2.4.S",32178,31683,30442,29967
"MAM.IS-GC6-116-5-2.5.S",23997,23537,22059,21713
"MAM.IS-GC6-116-6-2.6.S",7,7,6,5
"MAM.IS-GC6-116-7-2.7.S",1,1,2,2
"MAM.IS-GC6-116-8-2.8.S",70235,68478,76069,74287
"MAM.IS-GC6-120-1-2.1.S",9265,9088,10238,10025
"MAM.IS-GC6-120-2-2.2.S",52844,51982,53357,52476
"MAM.IS-GC6-120-3-2.3.S",7,7,13,13
"MAM.IS-GC6-120-4-2.4.S",63158,61597,59185,57912
"MAM.IS-GC6-120-5-2.5.S",40195,39534,41945,41259
"MAM.IS-GC6-120-6-2.6.S",26341,26069,25477,25189
"MAM.IS-GC6-120-7-2.7.S",0,0,1,1
"MAM.IS-GC6-120-8-2.8.S",445,442,418,411
"MAM.IS-GC6-124-1-3.1.S",35658,35267,33884,33587
"MAM.IS-GC6-124-2-3.2.S",3,3,4,3
"MAM.IS-GC6-124-3-3.3.S",66423,65175,63836,62450
"MAM.IS-GC6-124-4-3.4.S",31758,31132,30129,29491
"MAM.IS-GC6-124-5-3.5.S",7360,7242,7473,7368
"MAM.IS-GC6-124-6-3.6.S",4169,4059,3708,3637
"MAM.IS-GC6-124-7-3.7.S",1,0,0,0
"MAM.IS-GC6-124-8-3.8.S",0,0,1,1
"MAM.IS-GC6-128-1-2.1.S",25747,25289,31323,30869
"MAM.IS-GC6-128-2-2.2.S",2,2,3,3
"MAM.IS-GC6-128-3-2.3.S",616,608,650,640
"MAM.IS-GC6-128-4-2.4.S",0,0,0,0
"MAM.IS-GC6-128-5-2.5.S",8890,8743,8634,8517
"MAM.IS-GC6-128-6-2.6.S",4,4,10,10
"MAM.IS-GC6-128-7-2.7.S",0,0,1,1
"MAM.IS-GC6-128-8-2.8.S",145167,142305,122003,119602
"MAM.IS-GC6-132-1-3.1.S",82919,81431,82464,81296
"MAM.IS-GC6-132-2-3.2.S",56157,55070,54178,53107
"MAM.IS-GC6-132-3-3.3.S",2,2,2,2
"MAM.IS-GC6-132-4-3.4.S",1,1,0,0
"MAM.IS-GC6-132-5-3.5.S",1,1,0,0
"MAM.IS-GC6-132-6-3.6.S",2,2,1,1
"MAM.IS-GC6-132-7-3.7.S",49,44,46,41
"MAM.IS-GC6-132-8-3.8.S",757,746,793,781
"MAM.IS-GC6-136-1-2.1.S",64784,63623,62235,61257
"MAM.IS-GC6-136-2-2.2.S",2,2,1,1
"MAM.IS-GC6-136-3-2.3.S",2,2,0,0
"MAM.IS-GC6-136-4-2.4.S",95820,94449,97810,96361
"MAM.IS-GC6-136-5-2.5.S",2,2,0,0
"MAM.IS-GC6-136-6-2.6.S",376,374,308,306
"MAM.IS-GC6-136-7-2.7.S",18507,18085,22356,21772
"MAM.IS-GC6-136-8-2.8.S",295,264,330,311
"MAM.IS-GC6-140-1-3.1.S",4,4,1,1
"MAM.IS-GC6-140-2-3.2.S",831,813,864,844
"MAM.IS-GC6-140-3-3.3.S",7,7,6,5
"MAM.IS-GC6-140-4-3.4.S",14554,14230,15819,15409
"MAM.IS-GC6-140-5-3.5.S",2,2,0,0
"MAM.IS-GC6-140-6-3.6.S",133,131,170,167
"MAM.IS-GC6-140-7-3.7.S",143735,141246,148449,145707
"MAM.IS-GC6-140-8-3.8.S",3959,3780,3979,3795
"MAM.IS-GC6-144-1-2.1.S",0,0,1,1
"MAM.IS-GC6-144-2-2.2.S",60222,59464,58302,57614
"MAM.IS-GC6-144-3-2.3.S",0,0,0,0
"MAM.IS-GC6-144-4-2.4.S",168274,165720,176326,173581
"MAM.IS-GC6-144-5-2.5.S",22379,21934,23220,22611
"MAM.IS-GC6-144-6-2.6.S",54832,54292,54284,53772
"MAM.IS-GC6-144-7-2.7.S",88,82,79,75
"MAM.IS-GC6-144-8-2.8.S",0,0,1,1
"MAM.IS-GC6-148-1-3.1.S",1,1,0,0
"MAM.IS-GC6-148-2-3.2.S",3,3,3,3
"MAM.IS-GC6-148-3-3.3.S",2,2,4,4
"MAM.IS-GC6-148-4-3.4.S",71681,70769,58942,58127
"MAM.IS-GC6-148-5-3.5.S",1,1,0,0
"MAM.IS-GC6-148-6-3.6.S",0,0,0,0
"MAM.IS-GC6-148-7-3.7.S",0,0,0,0
"MAM.IS-GC6-148-8-3.8.S",0,0,3,3
"MAM.IS-GC6-152-1-2.1.S",93340,92391,93195,92366
"MAM.IS-GC6-152-2-2.2.S",1,1,0,0
"MAM.IS-GC6-152-3-2.3.S",62690,61742,64764,63725
"MAM.IS-GC6-152-4-2.4.S",6,4,2,2
"MAM.IS-GC6-152-5-2.5.S",63126,62324,70110,68917
"MAM.IS-GC6-152-6-2.6.S",100270,99001,96031,94811
"MAM.IS-GC6-152-7-2.7.S",12792,12598,10675,10551
"MAM.IS-GC6-152-8-2.8.S",106491,105089,90520,89250
"MAM.IS-GC6-156-1-3.1.S",16434,16190,19863,19609
"MAM.IS-GC6-156-2-3.2.S",24,22,32,29
"MAM.IS-GC6-156-3-3.3.S",100865,98938,88614,86754
"MAM.IS-GC6-156-4-3.4.S",2,2,0,0
"MAM.IS-GC6-156-5-3.5.S",63208,62233,62652,61692
"MAM.IS-GC6-156-6-3.6.S",1,1,0,0
"MAM.IS-GC6-156-7-3.7.S",3,3,7,7
"MAM.IS-GC6-156-8-3.8.S",3,3,2,1
"MAM.IS-GC6-160-1-2.1.S",50670,50107,49036,48463
"MAM.IS-GC6-160-2-2.2.S",1,1,2,2
"MAM.IS-GC6-160-3-2.3.S",65995,65109,77014,76013
"MAM.IS-GC6-160-4-2.4.S",142409,139908,165590,161993
"MAM.IS-GC6-160-5-2.5.S",1,1,0,0
"MAM.IS-GC6-160-6-2.6.S",45753,44798,49664,48559
"MAM.IS-GC6-160-7-2.7.S",45547,44754,42947,42214
"MAM.IS-GC6-160-8-2.8.S",2,2,2,2
"MAM.IS-GC6-164-1-3.1.S",51960,51303,46884,46335
"MAM.IS-GC6-164-2-3.2.S",74051,72439,74034,72592
"MAM.IS-GC6-164-3-3.3.S",2,2,5,5
"MAM.IS-GC6-164-4-3.4.S",57,56,37,36
"MAM.IS-GC6-164-5-3.5.S",32,26,27,26
"MAM.IS-GC6-164-6-3.6.S",0,0,4,4
"MAM.IS-GC6-164-7-3.7.S",68412,66654,85210,83075
"MAM.IS-GC6-164-8-3.8.S",1,1,1,0
"MAM.IS-GC6-168-1-2.1.S",0,0,1,1
"MAM.IS-GC6-168-2-2.2.S",30261,29915,30481,30129
"MAM.IS-GC6-168-3-2.3.S",679,656,574,554
"MAM.IS-GC6-168-4-2.4.S",814,807,814,803
"MAM.IS-GC6-168-5-2.5.S",1,0,4,3
"MAM.IS-GC6-168-6-2.6.S",6,6,5,5
"MAM.IS-GC6-168-7-2.7.S",51115,50434,42680,42061
"MAM.IS-GC6-168-8-2.8.S",0,0,1,1
"MAM.IS-GC6-172-1-3.1.S",111233,109639,107350,106203
"MAM.IS-GC6-172-2-3.2.S",100764,99103,109293,107408
"MAM.IS-GC6-172-3-3.3.S",2806,2770,3058,3004
"MAM.IS-GC6-172-4-3.4.S",0,0,0,0
"MAM.IS-GC6-172-5-3.5.S",16,15,15,15
"MAM.IS-GC6-172-6-3.6.S",86845,85898,73267,72451
